textid,words,sylls,ltrvec,perf,isrhymed
26,read so bed woe dame sight same spite unkind disdain inclined pain best blest,ead o ed oe ame ight ame ite ind ain ined ain est est,A B A B C D C D E F E F G G,1 1 0 0 1 1 1 1 1 1 1 1 1 1,1
27,love woe show prove move no forego remove intend still commend will me thee,ove oe ow ove ove o o ove end ill end ill e ee,A B B A A B B A C D C D E E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
28,remain call thrall disdain pertain befall withal slain eyes men suffice none then alone,ain all all ain ain all al ain eyes en ice one en one,A B B A A B B A C A D E A E,1 1 1 1 1 1 0 1 0 0 1 1 0 1,1
29,appear we see were dear be me bear hold day gold away heart art,ear e ee ere ear e e ear old ay old ay eart art,A B B A A B B A C D C D E E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
30,mahomet monarchy jet high say all pray ineffectual adamants wrought wants nought art heart,et y et igh ay all ay ual ants ought ants ought art eart,A B A B C D C E F G F G H H,1 1 1 0 1 1 1 0 0 1 0 1 1 1,1
31,disgrace brows space knows judge die grudge eye soul slave toll grave fever ever,ace ows ace ows udge ie udge ye oul ave oll ave er er,A B A B C D C D E F E F G G,1 0 1 0 1 1 1 1 1 1 0 1 0 0,1
32,find i eye assigned mind patiently die blind be no me have woe crave,ind i ye igned ind y ie ind e o e ave oe ave,A B C D A C C A E F E G F G,1 0 0 0 1 0 0 1 1 1 1 1 0 1,1
33,view hand stand true you land strand you displayed love laid prove accuse refuse,iew and and ue ou and and ou ayed ove aid ove use use,A B B A A B B A D E D E F F,0 1 1 1 0 1 1 0 0 1 0 1 1 1,1
34,fate heart smart date debate apart dart state rest eased blest pleased wrought thought,ate eart art ate ate art art ate est eased est eased ought ought,A B B A A B B A C D C D E E,1 1 1 1 1 1 1 1 1 0 1 0 1 1,1
35,old despair mould fair play used away refused good believe wood relieve treasure pleasure,old air ould air ay used ay used ood ieve ood ieve ure ure,A B A B C D C D E F E F G G,1 1 0 1 1 0 1 0 1 1 1 1 1 1,1
36,sin lust win just surmise twain dies maintain called flame scald name love prove,in ust in ust ise ain ies ain alled ame ald ame ove ove,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
37,disgrace crost place lost daunted struck enchanted hook wound defaced confound disgraced slain complain,ace ost ace ost aunted uck anted ook ound aced ound aced ain ain,A B A B C D E D F G F G H H,1 1 1 1 0 1 0 0 1 0 1 0 1 1,1
38,loves possest moves breast bell howl knell owl clad red mad conduithead heart impart,oves est oves east ell owl ell owl ad ed ad ead eart art,A B A B C D C D E E E E G G,0 1 0 1 1 1 1 1 1 1 1 0 1 1,1
39,fields rocks yield locks death speaking breath breaking sake eyes lake dies air tear,elds ocks ield ocks eath ing eath ing ake eyes ake ies air ear,A B C B D E D E F G F H I I,0 0 1 0 1 1 1 1 1 0 1 0 1 1,1
40,presented love prove contented consented move approve dissented known required shown desired blown admired,ented ove ove ented ented ove ove ented own uired own ired own ired,A B B A A B B A C D C E C E,0 1 1 0 0 1 1 0 1 0 1 0 1 0,1
41,care essence are quintessence disdain grieving pain relieving sing i bring i importune fortune,are ence are ence ain ing ain ing ing i ing i une une,A B A B C D C D D E D E F F,1 1 1 1 1 1 1 1 1 0 1 0 1 1,1
42,fortune mind tune mind death end breath friend me fair fee bear taken forsaken,une ind une ind eath end eath iend e air ee ear en en,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 0 1 1 1 1 1 1,1
43,forsaken sleepeth betaken weepeth sea pleasure lay treasure hear estate despair reverberate me me,en eth en eth ea ure ay ure ear ate air ate e e,A B A B C D E D F G F G C C,1 0 1 0 1 1 1 1 1 1 0 1 1 1,1
44,fire death ire beneath fire live desire give lie aspire fry fire revives lies,ire eath ire eath ire ive ire ive ie ire y ire ives ies,A B A B A C A C D A D A E F,1 1 1 1 1 1 1 1 1 1 1 1 0 0,1
45,light woes shows dight outright throws disclose right fire idolatry desire misery shrine thine,ight oes ows ight ight ows ose ight ire y ire y ine ine,A B B A A B B A D E D E F F,1 0 0 1 1 0 0 1 1 1 1 1 1 1,1
46,behold death cold beneath end tears descend fears tree draw be saw founded grounded,old eath old eath end ars end ars ee aw e aw ounded ounded,A B A B C D C D E F E F G G,1 1 1 1 1 0 1 0 1 1 0 1 0 0,1
47,vain son rain run wear flame appear same out allay throughout obey blame flame,ain on ain un ear ame ear ame out ay out ey ame ame,A B A B C D C D E F E F D D,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
48,divide remains abide reigns dwell admire tell desire sun dare won stars well dwell,ide ins ide igns ell ire ell ire un are on ars ell ell,A B A C D E D E F G F H D D,1 0 1 0 1 1 1 1 1 1 0 0 1 1,1
49,complained power flower remained pained hour bower contained bow aside go side cry eye,ained er er ained ained our er ained ow ide o ide y ye,A B B A A B B A D E D E F F,0 0 0 0 0 1 0 0 1 1 1 1 1 1,1
50,name distrest possessed exclaim flame prest nest flame fire heart desire smart break speak,ame est essed aim ame est est ame ire eart ire art eak eak,A B B A A B B A C D C D E E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
51,death unrest faith repressed fire light desire night maintain dare disdain near hand stand,eath est aith essed ire ight ire ight ain are ain ear and and,A B C B D E D E F G F H I I,1 1 0 1 1 1 1 1 1 1 1 1 1 1,1
52,season adjourning turning reason on burning mourning reason me increasing releasing me cause laws,on ing ing on on ing ing on e ing ing e ause aws,A B B A A B B A C B B C D D,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
53,gaining smarteth parteth plaining remaining darteth imparteth detaining sliding away sea abiding such much,ing eth eth ing ing eth eth ing ing ay ea ing uch uch,A B B A A B B A A C C A D D,1 0 0 1 1 0 0 1 1 1 0 1 1 1,1
54,goddess arise eyes hardness wisdom maker partaker come speak rekisseth blesseth break blot not,ess ise eyes ess om er er ome eak eth eth eak ot ot,A B C A D E E D F G G F H H,1 1 0 1 1 0 0 0 1 0 0 1 1 1,1
55,bower wonderment power banishment stand might hands light suns stain wons strain me thee,er ent er ent and ight ands ight uns ain ons ain e ee,A B A B C D E D F G H G I I,0 1 0 1 1 1 0 1 0 1 0 1 1 1,1
56,all know woe fall shall low go call dwell fly hell lie true you,all ow oe all all ow o all ell y ell ie ue ou,A B B A A B B A C D C D E E,1 1 1 1 1 1 1 1 1 1 1 1 1 0,1
57,beheld saw draw telled seld law straw repelled amen flame then came wound sound,eld aw aw elled eld aw aw elled en ame en ame ound ound,A B B A A B B A C D C D E E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
58,long brow wrong now come vow some now late then heart men despair fair,ong ow ong ow ome ow ome ow ate en eart en air air,A B A B C B C B D E F E G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
59,fair woe her so me all me shall ever vain persever disdain see be,air oe er o e all e all er ain er ain ee e,A B C B D E D E C F C F D D,1 1 0 1 1 1 1 1 0 1 0 1 1 1,1
60,plaining fair disdaining despair confined restraint mind complaint suggest long unrest song wrong me me,ing air ing air ined aint ind aint est ong est ong ong e e,A B A B C D C D E F E F F G G,1 1 1 1 0 1 0 1 1 1 1 1 1 1 1,1
61,me it me it exprest zeal unrest reveal lover mine discover unkind find prayer fair,e it e it est eal est eal er ine er ind ind yer air,A B A B C D C D E F E G G H I,1 1 1 1 1 1 1 1 0 1 0 1 1 0 1,1
62,day heaven stay bereaven might eyes delight sirenise upholden me embolden me woe so,ay en ay en ight eyes ight ise en e en e oe o,A B A B C D C E B F B F G G,1 1 1 1 1 0 1 1 1 1 1 1 1 1,1
63,so appeal ago zeal say can slay man impose breath woes death do too,o eal o eal ay an ay an ose eath oes eath o oo,A B A B C D C D E F E F A A,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
64,discontent devotion spent motion hate complaining date disdaining ground conceit found await begun done,ent ion ent ion ate ing ate ing ound eit ound ait un one,A B A B C D C D E F E C G G,1 0 1 0 1 1 1 1 1 1 1 1 1 0,1
65,done song shun long disdain fortune again importune severity inflicting sincerity interdicting passion fashion,one ong un ong ain une ain une y ing y ing ion ion,A B A B C D C D E F E F G G,1 1 0 1 1 1 1 1 1 1 1 1 0 0,1
66,complaining eye disdaining die secluded discontent deluded event breath hate death date me me,ing ye ing ie uded ent uded ent eath ate eath ate e e,A B A B C D C D E F E F G G,1 0 1 0 0 1 0 1 1 1 1 1 1 1,1
67,me so me so despair days fair praise despiseth persever inparadiseth ever die why,e o e o air ays air aise eth er eth er ie y,A B A B C D C D E F E F A A,1 1 1 1 1 0 1 0 0 0 0 0 0 0,1
68,divine frame line fame muse vein use strain ages wonder rage asunder see me,ine ame ine ame use ein use ain ages er age er ee e,A B A B C D C D E F G F H H,1 1 1 1 1 1 1 1 0 0 1 0 1 0,1
69,sighed mell tell night sight excel hell light why know show i have crave,ighed ell ell ight ight el ell ight y ow ow i ave ave,A B B C C B B C D E E F G G,0 1 1 1 1 1 1 1 1 1 1 0 1 1,1
70,see day sway decree be ray slay thee knew leave subdue bereave slain remain,ee ay ay ee e ay ay ee ew eave ue eave ain ain,A B B A A B B A C D C D E E,1 1 1 1 0 1 1 1 1 1 0 1 1 1,1
71,breed allure procure heed bleed assure endure proceed giveth art liveth heart compare rare,eed ure ure eed eed ure ure eed eth art eth eart are are,A B B A A B B A C D C D E E,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
72,create see posterity late that be history that wit hand understand it write white,eate ee y ate at e y at it and and it ite ite,A B B A C B B C D E E D D D,0 1 0 1 0 0 0 0 1 1 1 1 0 0,1
73,alone bear hear shone moan there were one proceed exceed beautify shine why thine,one ear ear one oan ere ere one eed eed y ine y ine,A B B A A B B A C C D E D E,1 1 1 1 0 1 1 1 1 1 1 1 1 1,1
74,white is bliss delight might this kiss sight dumb well come give tell live,ite is iss ight ight is iss ight umb ell ome ive ell ive,A B C A A C C A D E D G E G,1 1 1 1 1 1 1 1 0 1 1 1 1 1,1
75,bliss not blot is this got wot his remain thee pain divinity praise raise,iss ot ot is is ot ot is ain ee ain y aise aise,A B B A A B B A D E D E F F,1 1 1 1 0 1 1 0 1 1 1 0 1 1,1
76,deny days praise prophesy descry bewrays rays try beheld heart foretold before art adore,y ays aise y y ays ays y eld eart old ore art ore,A B B A A B B A C D E F D F,1 0 0 1 1 0 0 1 1 1 1 1 1 1,1
77,more year were before heretofore there where store wood bright dry good light espy,ore ear ere ore ore ere ere ore ood ight y ood ight y,A B B A A B B A C D E C D E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
78,depart bereave receive smart heart conceive deceive art will cease still possessed ease molest,art eave eive art eart eive eive art ill ease ill essed ease est,A B B A A B B A C D C E D E,1 1 1 1 1 1 1 1 1 1 1 0 1 0,1
79,complain i loyalty disdain constrain deny injury pain name shame gainsay is day this,ain i y ain ain y y ain ame ame ay is ay is,A B C A A C C A D D E F E F,1 0 1 1 1 1 1 1 1 1 1 1 1 1,1
80,times tadmire rhymes inspire higher own desire shown known me overthrown thee mine thine,imes ire es ire er own ire own own e own ee ine ine,A B A B C D B D D E D E F F,1 1 0 1 0 1 1 1 1 1 1 1 1 1,1
81,beauty zeal duty reveal soul care enrol are youth eyes truth arise slightly lightly,y eal y eal oul are ol are outh eyes uth ise y y,A B A B C D E D F G H I A A,1 1 1 1 1 1 1 1 1 0 0 1 1 1,1
82,love mother prove other deeds despair reads fair blood denying good crying her her,ove er ove er eds air ads air ood ying ood ying er er,A B A B C D E D F G F G B B,1 0 1 0 0 1 0 1 1 0 1 0 0 0,1
83,care songs are wrongs eye distress awry guess lead sun read done pain disdain,are ongs are ongs ye ess y ess ead un ead one ain ain,A B A B C D C D E F E F G G,1 0 1 0 0 1 0 1 1 1 1 0 1 1,1
84,desire regard fire reward hue sorrows view furrows brow hill bough will heart art,ire ard ire ard ue ows iew ows ow ill ough ill eart art,A B A B C D C D E F E F G G,1 1 1 1 1 0 0 0 1 1 1 1 1 1,1
85,mind range find change bewrayed place maid face despair breath fair death accord lord,ind ange ind ange ayed ace aid ace air eath air eath ord ord,A B A B C D C D E F E F G G,1 1 1 1 0 1 0 1 1 1 1 1 1 1,1
86,fair sunny despair honey honour love her above foes brow those now unkind mind,air y air ey our ove er ove oes ow ose ow ind ind,A B A C D E F E G H G H I I,1 1 1 1 1 1 0 1 0 1 0 1 1 1,1
87,unkind lightness find brightness surveyed vain bewrayed disdain face miss disgrace this spoken broken,ind ess ind ess eyed ain ayed ain ace iss ace is en en,A B A B C D E D F G F G D D,1 1 1 1 0 1 0 1 1 1 1 0 0 0,1
88,fairest heaven repairest even heart grief art relief love case prove place move love,est en est en eart ief art ief ove ase ove ace ove ove,A B A B C D C D E F E F E E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
89,breath thair earth despair soul grieve roll relieve thoughts apart notes heart death breath,eath air earth air oul ieve oll ieve ughts art otes eart eath eath,A B C B D E D E F G H G A A,1 1 1 1 1 1 0 1 0 1 0 1 1 1,1
90,breath brow death how night queen light seen wise heart eyes impart me me,eath ow eath ow ight een ight een ise eart eyes art e e,A B A B C D C D E F G F H H,1 1 1 1 1 1 1 1 1 1 0 1 1 1,1
91,hearts vain convert disdain love regarded move rewarded tears vows ears allows she see,arts ain ert ain ove arded ove arded ars ows ars ows e ee,A B C B D E D E F G F G H H,0 1 1 1 1 0 1 0 0 0 0 0 1 1,1
92,wings frame things flame face give grace relieve imparadise is eyes bliss alone one,ings ame ings ame ace ive ace ieve ise is eyes iss one one,A B A B C D C E F G H F I I,0 1 0 1 1 1 1 1 1 1 0 0 1 1,1
93,frame stone same moan desires heart admires art breast adore rest therefore art heart,ame one ame oan ires eart ires art east ore est ore art eart,A B A B C D C D E F E F D D,1 1 1 0 0 1 0 1 1 1 0 1 1 1,1
94,dear surprise near eyes flame report same sort heal so deal woe strength length,ear ise ear eyes ame ort ame ort eal o eal oe ength ength,A B A C D E D E F G F G H H,1 1 1 0 1 1 1 1 1 1 1 0 1 1,1
95,unfeigned desire retained fire painted spoken sainted open eyes name lies same see be,eigned ire ained ire ainted en ainted en eyes ame ies ame ee e,A B C B D E D E F G H G I I,0 1 0 1 0 1 0 1 0 1 0 1 1 0,1
96,languish mourn anguish born relent give spent live renews disdain pursues pain nearly dearly,uish ourn uish orn ent ive ent ive ews ain ues ain y y,A B A B C D C D E F G F H H,1 0 0 1 1 1 1 1 0 1 0 1 1 1,1
97,frame sake name make ever live endeavour give fame love inflame move overcome dumb,ame ake ame ake er ive our ive ame ove ame ove ome umb,A B A B C D E D A F A F G G,1 1 1 1 0 1 1 1 1 1 1 1 1 0,1
98,error tending terror ending hateful me thungrateful me abated rebelling innated dwelling her her,or ing or ing ul e ul e ated ing ated ing er er,A B A B C D C D E B E B F F,1 1 1 1 0 1 0 1 0 1 0 1 0 0,1
99,ore love adore remove white sweet bright feet resigned spheres mind bears again pain,ore ove ore ove ite eet ight eet igned eres ind ars ain ain,A B A B C D C D E F G H I I,1 1 1 1 1 1 1 1 0 0 1 0 1 1,1
100,life fear strife tappear near speak dear weak seek find disleek unkind contraries eyes,ife ear ife ear ear eak ear eak eek ind eek ind ies eyes,A B A B B C B C C D C D E F,1 1 1 1 1 1 1 1 1 1 1 1 0 0,1
101,frown bliss overgrown is cries tears eyes ears breath it death whit apart heart,own iss own is ies ars eyes ars eath it eath it art eart,A B A C D E F E G H G H I I,1 1 1 1 0 0 0 0 1 1 1 1 1 1,1
102,desire appeal texspire repeal steal spare deal despair care lives her gives prize eyes,ire eal ire eal eal are eal air are ives er ives ize eyes,A B A B B C B C C D E D F G,1 1 1 1 1 1 1 1 1 0 0 0 1 0,1
103,brow stays bow decays eyes days cruelties weighs disobeys vain betrays disdain be me,ow ays ow ays eyes ays ies ighs eys ain ays ain e e,A B A B C B D E F G B G H H,1 0 1 0 0 0 0 0 0 1 0 1 1 1,1
104,annoy distils pay kills years it tears unfit care ease rare appease ever never,oy ils ay ills ars it ars it are ease are ease er er,A B C D E F E F G H G H I I,1 0 1 0 0 1 0 1 1 1 1 1 0 0,1
105,grief love relief prove all treachery recall company me eyes be lies vain pain,ief ove ief ove all y all y e eyes e ies ain ain,A B A B C D C D E F E G H H,1 1 1 1 1 1 1 1 1 0 1 0 1 1,1
106,mourn bad scorn sad sleep joyed deep annoyed sour part power heart us thus,ourn ad orn ad eep oyed eep oyed our art er eart us us,A B A B C D C D E F E F G G,1 1 1 1 1 0 1 0 1 1 0 1 1 1,1
107,voice triumvirate choice state all down fall renown past stand last hand do too,oice ate oice ate all own all own ast and ast and o oo,A B A B C D C D E F E F G G,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
108,flew breast slew blest protect signed suspect pined reveal erect appeal respect come become,ew east ew est ect igned ect ined eal ect eal ect ome ome,A B A B C D C E F C F C G G,1 1 1 0 1 0 1 0 1 1 1 1 1 1,1
109,thought on sought one sun fulfil begun kill still mine ill thine twain disdain,ought on ought one un il un ill ill ine ill ine ain ain,A B A B B C B C C E C E F F,1 1 1 0 1 0 1 1 1 1 1 1 1 1,1
110,eyes shine devise divine desires aspects inspires effects they heart stray part view you,eyes ine ise ine ires ects ires ects ey eart ay art iew ou,A B C B D E D E F G F G H I,1 1 1 1 0 0 0 0 1 1 1 1 0 0,1
111,pain grief wane relief done aspire sun desire speed fears need tears wrong strong,ain ief ane ief one ire un ire eed ars eed ars ong ong,A B A B C D C D E F E F G G,1 1 1 1 1 1 0 1 1 0 1 0 1 1,1
112,flight soar delight more shore fame before same shame keeps name sleeps blot not,ight oar ight ore ore ame ore ame ame eps ame eps ot ot,A B A B B C B C C D C D E E,1 1 1 1 1 1 1 1 1 0 1 0 1 1,1
113,desire heart part retire fire smart art her will right still sight spill kill,ire eart art ire ire art art er ill ight ill ight ill ill,A B B A A B B C D E D E D D,1 1 1 1 1 1 1 0 1 1 1 1 1 1,1
114,glass skies alas eyes declare storm are form me face be case hyacinth flint,ass ies as eyes are orm are orm e ace e ase inth int,A B A C D E D E F A F A G H,1 0 0 0 1 1 1 1 1 0 1 0 0 1,1
115,wrong wire fire strong song admire desire long glass hue was you pass anew,ong ire ire ong ong ire ire ong ass ue as ou ass ew,A B B A A B B A C D E F C D,1 1 1 1 1 1 1 1 1 1 1 0 1 1,1
116,rose honour undisclose her air decline fair thine flowers now hours brow vain again,ose our ose er air ine air ine ers ow urs ow ain ain,A B A C D E D E F G H G I I,1 1 1 0 1 1 1 1 0 1 0 1 1 1,1
117,again flowers stain lowers sun light done night west showest best most was pass,ain ers ain ers un ight one ight est est est ost as ass,A B A B C D C D E E E F G H,1 0 1 0 1 1 0 1 1 1 1 1 1 1,1
118,pass alone glass gone madst remaining fadst waning me spent see repent tears hairs,ass one ass one adst ing adst ing e ent ee ent ars irs,A B A B C D C D E F E F G H,1 1 1 1 0 1 0 1 1 1 1 1 0 0,1
119,hairs near clears dear thee unworthy thee thee monument cherish spent perish thereby die,irs ear ars ear ee y ee ee ent ish ent ish y ie,A B C B D D D D E F E F D D,0 1 0 1 1 0 1 1 1 1 1 1 0 0,1
120,abound lines found shines clime it rhyme it fame isle name style be she,ound ines ound ines ime it yme it ame isle ame yle e e,A B A B C D C D E F E G H H,1 0 1 0 1 1 1 1 1 0 1 0 1 1,1
121,should art could heart shame warble name marble esteemed pureness redeemed obscureness thee thee,ould art ould eart ame e ame e eemed ess eemed ess ee ee,A B A B C D C D E F E F D D,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
122,thine reared lain eared attained men gained pen die veil mortality rail thee be,ine eared ain eared ained en ained en ie eil y ail ee e,A B C B D C D C E F E F E E,1 0 1 0 0 0 0 0 1 1 1 1 0 0,1
123,shore waves more saves eyes land lies hand peace misses cease kisses shore more,ore aves ore aves eyes and ies and eace es ease es ore ore,A B A B C D E D F G F G A A,1 0 1 0 0 1 0 1 1 0 1 0 1 1,1
124,despairs woe cares so wrack pride sack guide rise dame eyes same will still,irs oe ares o ack ide ack uide ise ame eyes ame ill ill,A B C B D E D E F G H G I I,0 1 1 1 1 1 1 0 1 1 0 1 1 1,1
125,eyes tattend rise end duly queen truly been move drives love lives complain obtain,eyes end ise end y een y een ove ives ove ives ain ain,A B C B D E D E F G F G H H,0 1 1 1 1 1 1 1 1 0 1 0 1 1,1
126,mourn mind return confined disdain impart attain heart summon move woman love me be,ourn ind urn ined ain art ain eart on ove an ove e e,A B A B C D C D E F C F G G,1 1 1 1 1 1 1 1 1 1 0 1 1 1,1
127,dew green show been flourish rose nourish lose years earth appears death foretold old,ew een ow een ish ose ish ose ars earth ars eath old old,A B C B D E D E F G F H I I,1 1 1 1 1 1 1 1 0 1 0 1 1 1,1
128,read smile seed while years wither appears thither air raise fair praise gone one,ead ile eed ile ars er ars er air aise air aise one one,A B A B C D C D E F E F G G,1 1 1 1 0 0 0 0 1 1 1 1 1 1,1
129,go distress woe less plains leaves disdains conceives place grief disgrace thief gain pain,o ess oe ess ins aves ins ives ace ief ace ief ain ain,A B A B C D C E F G F G H H,1 1 0 1 0 0 0 0 1 1 1 1 1 1,1
130,eyes coast lies most sun smile won isle north arms worth harms thee be,eyes oast ies ost un ile on isle orth arms orth arms ee e,A B C B D E D E F G F G H H,0 1 0 1 1 1 0 0 1 0 1 0 1 0,1
131,night born light return mourn youth scorn untruth daydesires morrow liars sorrow vain disdain,ight orn ight urn ourn outh orn uth ires ow ars ow ain ain,A B A B B C B D E F G F H H,1 1 1 0 0 1 1 0 0 1 0 1 1 1,1
132,paladins words lines records eyes come lies dumb erect age protect rage appear dear,ins ords ines ords eyes ome ies umb ect age ect age ear ear,A B C B D E F E G H G H I I,0 0 0 0 0 1 0 0 1 1 1 1 1 1,1
133,land renown hand overthrown known fame own same blame case shame face unkind mind,and own and own own ame own ame ame ase ame ace ind ind,A B A B B C B C C D C D E E,1 1 1 1 1 1 1 1 1 1 1 1 1 1,1
134,dislikes same strikes fame sound wise ground eyes muse name use same such touch,ikes ame ikes ame ound ise ound eyes use ame use ame uch ouch,A B A B C D C E F B F B G G,0 1 0 1 1 1 1 0 1 1 1 1 1 0,1
135,muse thee refuse be blot pen not men theatres great waters seat song wrong,use ee use e ot en ot en atres eat ers eat ong ong,A B A B C D C D E F G F H H,1 1 1 0 1 1 1 1 0 1 0 1 1 1,1
136,lines desire shines fire powers might hours sight me have be grave thereby i,ines ire ines ire ers ight urs ight e ave e ave y i,A B A B C D E D F G F G F H,0 1 0 1 0 1 0 1 1 1 1 1 0 0,1
137,entire extorts desire imports due love view move mirth despair birth care such much,ire orts ire orts ue ove iew ove irth air irth are uch uch,A B A B C D C D E F E F G G,1 0 1 0 1 1 0 1 1 1 1 1 1 1,1
138,rate eftate fufficiencie weake fame thereby fpeake became,ate ate ie eake ame y eake ame,A A B C D B C D,1 1 1 0 1 1 0 1,1
139,ouerthrowne owne praife collaud harts betraies tapplaud parts,owne owne aife aud arts ies aud arts,A A B C D E C D,0 0 0 1 0 0 1 0,1
