textid,words,sylls,ltrvec,perf,isrhymed
19,hawke howe talk now stalk sow dumourier courier,awke owe alk ow alk ow ier ier,A B C B C B D D,0 0 1 0 1 0 0 0,1
20,mirabeau fayette know yet moreau set times rhymes,au yette ow yet au et imes es,A B C D A D F F,1 0 1 0 0 1 1 0,1
21,war turnd trafalgar inurnd popular concernd landservice jervis,ar urnd ar urnd ar ernd ice is,A B A B A C D E,1 0 1 0 1 0 1 1,1
22,agamemnon sage none page none age one juan,on age one age one age one uan,A B A B A B A C,1 1 1 1 0 1 0 0,1
23,res road please episode ease abode cavern tavern,es oad ease ode ease ode ern ern,A B C B C B D D,0 1 1 1 1 1 1 1,1
24,mine beginning design sinning line spinning father rather,ine ing ign ing ine ing er er,A B A B A B C C,1 1 1 1 1 1 0 0,1
25,city womenhe pity agree pretty see river guadalquivir,y enhe y ee y ee er ir,A B A A A A C D,1 0 1 0 1 0 0 1,1
26,course stain source spain horse again who renew,ourse ain ource ain orse ain o ew,A B A B A B C C,1 1 1 1 1 1 1 1,1
27,famed known named alone ashamed groan exceeded did,amed own amed one amed oan eeded id,A B A B A B C D,0 1 0 0 0 0 0 1,1
28,heart lope part copy art shophe as inez,eart ope art y art ophe as ez,A B A C A D E F,1 1 1 1 1 0 1 0,2
29,mathematical magnanimity all sublimity call dimity muslin puzzling,al y all y all y in ing,A B A B A B C D,1 1 0 1 0 1 1 1,1
30,prayer sure there pure care obscure problem em,yer ure ere ure are ure em em,A B C B C B D D,0 1 1 1 0 1 1 1,1
31,lecture homily selfdirector romilly corrector anomaly vanity insanity,ure y or y or y y y,A B C B C B B B,1 1 1 1 1 1 1 1,1
32,calculation covers education lovers personification discovers fall all,ion ers ion ers ion ers all all,A B A B A B C C,0 0 0 0 0 0 1 1,1
33,parallel comparison hell garrison well harrison her macassar,el on ell on ell on er ar,A B A B A B C D,0 1 0 1 0 1 0 1,1
34,is ours kiss bowers bliss hours eve leave,is urs iss ers iss urs eve eave,A B C D C B E E,1 0 1 0 1 0 1 1,1
35,kind learnd mind concernd inclined oerturnd two do,ind earnd ind ernd ined urnd o o,A B A C A D E E,1 0 1 0 1 0 1 1,1
36,merit qualities it moralities spirit realities escape scrape,it ies it ies it ies ape ape,A B A B A B C C,1 0 1 0 1 0 1 1,1
37,man guard can unprepared fan hard hands understands,an uard an ared an ard ands ands,A B A C A B E E,1 0 1 0 1 1 0 0,1
38,wed education bred conversation head station intellectual all,ed ion ed ion ead ion ual all,A B A B A B C D,1 0 1 0 1 0 0 1,1
39,quarrelldwhy divine try mine vicecuriosity shine affairs cares,y ine y ine y ine irs ares,A B A B A B C D,1 1 1 1 1 1 0 1,1
40,best kind possessd find confessd behind stairs unawares,est ind essd ind essd ind irs ares,A B C B C B D E,1 1 0 1 0 1 0 1,1
41,goodfornothing birth doting earth in forth home come,ing irth ing earth in orth ome ome,A B A B C B E E,1 1 1 1 1 1 1 1,1
42,led life dead wife wellbred strife out doubt,ed ife ead ife ed ife out oubt,A B A B A B C C,1 1 1 1 1 1 1 1,1
43,physicians mad intermissions bad depositions had god odd,ans ad ons ad ons ad od odd,A B C B C B D D,0 1 0 1 0 1 1 0,1
44,noted letters quoted abettors doted repeaters judges grudges,oted ers uoted ors oted ers udges udges,A B C D A B E E,0 0 0 0 0 0 0 0,1
45,bore woes yore chose more rose sublimity magnanimity,ore oes yore ose ore ose y y,A B C B A B D D,1 0 0 0 1 0 1 1,1
46,us friends magnanimous ends animus comprehends virtue you,us ends ous ends us ends ue ou,A B A B A B C D,1 1 1 1 1 1 1 0,1
47,stories additional is traditional glories all resurrection dissection,ies al is al ies all ion ion,A B C B A B D D,0 1 1 1 0 0 0 0,1
48,reconciliation worse occasion recourse relation divorce side died,ion orse ion ourse ion orce ide ied,A B A B A B C C,1 1 0 0 0 1 1 1,1
49,because collect laws circumspect cause respect occasion sensation,ause ect aws ect ause ect ion ion,A B A B A B C C,1 1 1 1 1 1 0 0,1
50,lay fees away mistresses say disease tertian aversion,ay ees ay es ay ease ian ion,A B A C A B D E,1 1 1 0 1 1 0 0,1
51,man well scan tell outran peaceable pompilius bilious,an ell an ell an eable ius ous,A B A B A C D E,1 1 1 1 1 0 0 1,1
52,worth him earth him hearth him pride died,orth im earth im earth im ide ied,A B A B A B C C,1 1 0 1 0 1 1 1,1
53,heir lands care hands fair demands mother another,eir ands are ands air ands er er,A B A B A B C C,1 0 1 0 1 0 0 0,1
54,she paragon pedigree aragon chivalry again gunnery nunnery,e on ee on y ain y y,A B A B A C A A,1 1 1 1 0 1 0 0,1
55,desired all hired moral inquired all mystery history,ired all ired al uired all y y,A B A B C B D D,0 1 0 0 0 1 1 1,1
56,dead abstruse said use read loose species vicious,ead use aid use ead oose ies ous,A B C B A B D E,1 1 1 1 1 0 0 1,1
57,puzzle goddesses bustle bodices tussle odysseys apology mythology,e es e es e eys y y,A B A B A C A A,1 0 1 0 1 0 0 0,1
58,him sample poem example hymn ample one corydon,im e oem e ymn e one on,A B C B A B D D,1 1 0 1 0 1 1 0,1
59,strong food wrong good song rude partial martial,ong ood ong ood ong ude ial ial,A B A B A B C C,1 1 1 1 1 0 0 0,1
60,edition place vision deface omission case appendix index,ion ace ion ace ion ase ix ex,A B A B A B C D,0 1 0 1 0 1 1 1,1
61,swoop pages troop ages stoop cages together either,oop ages oop ages oop ages er er,A B A B A B C C,1 0 1 0 1 0 0 0,1
62,missal way all they all pray mother another,al ay all ey all ay er er,A B A B A B C C,1 1 0 1 0 1 0 0,1
63,endured saints inured restraints ensured paints confessions transgressions,ured ints ured ints ured ints ons ons,A B A B A B C C,0 0 0 0 0 0 0 0,1
64,juan right one sight one fright life wife,uan ight one ight one ight ife ife,A B C B C B D D,0 1 1 1 1 1 1 1,1
65,grace eleven face given apace heaven other mother,ace en ace en ace en er er,A B A B A B C C,1 1 1 1 1 1 0 0,1
66,child boy wild destroy toild joy steady already,ild oy ild oy oild oy y y,A B A B C B D D,1 1 1 1 0 1 1 1,1
67,still there skill fair ill pair protest jest,ill ere ill air ill air est est,A B A B A B C C,1 1 1 0 1 0 1 1,1
68,nothingnothingbut own put none shut alone college knowledge,ut own ut one ut one ege edge,A B A B A B C D,1 1 1 0 1 0 0 1,1
69,boast that lost sat most what know so,oast at ost at ost at ow o,A B A B A B C C,1 1 1 1 1 1 1 1,1
70,age seemd page deemd rage screamd precocious atrocious,age eemd age eemd age eamd ous ous,A B A B A C D D,1 0 1 0 1 0 1 1,1
71,all devotion call notion natural ocean cupid stupid,all ion all ion al ean upid upid,A B A B A C D D,1 0 1 0 0 1 0 0,1
72,eye origin by sin fly kin spain remain,ye in y in y in ain ain,A B A B A B C C,0 1 0 1 0 1 1 1,1
73,pedigree down be frown degree shown nieces increases,ee own e own ee own es es,A B A B A B C C,1 1 0 1 1 1 0 0,1
74,again flesh spain fresh plain hush grandmamma law,ain esh ain esh ain ush a aw,A B A B A C D E,1 1 1 1 1 1 0 1,1
75,on generation son narration one occasion she twentythree,on ion on ion one ion e ee,A B A B A B C C,1 0 1 0 0 0 1 1,1
76,eyes fire disguise ire arise desire soul whole,eyes ire uise ire ise ire oul ole,A B C B C B D D,0 1 1 1 1 1 1 1,1
77,brow smooth bow youth glow sooth common woman,ow ooth ow outh ow ooth on an,A B A B A B C C,1 1 1 0 1 1 1 1,1
78,man plenty one fiveandtwenty sun mente virtue thirty,an y one y un ente ue y,A B A B A D E B,1 1 0 1 1 0 1 1,1
79,say sun clay on pray undone adultery sultry,ay un ay on ay one y y,A B A B A B C C,1 1 1 0 1 0 1 1,1
80,north season forth reason worth on price vice,orth on orth on orth on ice ice,A B A B A B C C,1 1 1 1 1 1 1 1,1
81,lord who abhorrd do accord two it it,ord o orrd o ord o it it,A B C B A B D D,1 1 0 1 1 1 1 1,1
82,why friend sympathy pennd lie end marriage carriage,y iend y ennd ie end iage iage,A B A C A B D D,1 1 1 0 1 1 0 0,1
83,connection chaste affection best protection taste scandal handle,ion aste ion est ion aste al e,A B A B A B C D,0 1 0 0 0 1 1 1,1
84,affair own aware shown care grown say way,air own are own are own ay ay,A B A B A B C C,1 1 1 1 1 1 1 1,1
85,child be styled he smiled twentythree alterations nations,ild e ed e iled ee ons ons,A B C B A B D D,1 1 1 1 1 1 0 0,1
86,become shy dumb eye some why notion ocean,ome y umb ye ome y ion ean,A B A B A B C D,1 1 0 1 1 1 0 1,1
87,kind hand behind bland mind wand art heart,ind and ind and ind and art eart,A B A B A B C C,1 1 1 1 1 1 1 1,1
88,more smile store while core wile truth youth,ore ile ore ile ore ile uth outh,A B A B A B C D,1 1 1 1 1 1 0 1,1
89,betrays sky displays eye arrays hypocrisy hate late,ays y ays ye ays y ate ate,A B A B A B C C,0 1 0 1 0 1 1 1,1
90,suppression theft transgression left possession bereft is novice,ion eft ion eft ion eft is ice,A B A B A B C D,0 1 0 1 0 1 1 1,1
91,state make mate sake great quake grace case,ate ake ate ake eat uake ace ase,A B A B A B C C,1 1 1 1 0 0 1 1,1
92,more mother door another sore other afraid prayd,ore er oor er ore er aid ayd,A B A B A B C D,1 0 0 0 1 0 1 0,1
93,woman temptation man sensation common occasion others brothers,an ion an ion on ion ers ers,A B A B A B C C,1 0 1 0 0 0 0 0,1
94,tell discover well lover quell over denial trial,ell er ell er uell er ial ial,A B A B A B C C,1 0 1 0 0 0 0 0,1
95,divine pure fine secure mine sure man ran,ine ure ine ure ine ure an an,A B A B A B C C,1 1 1 1 1 1 1 1,1
96,exist danger kist stranger list ranger crime time,ist er ist er ist er ime ime,A B A B A B C C,1 0 1 0 1 0 1 1,1
97,limits determination its occasion its persuasion together either,its ion its ion its ion er er,A B A B A B C C,0 0 0 0 0 0 0 0,1
98,fenced soul convinced mole dispensed control equal sequel,enced oul inced ole ensed ol ual uel,A B C B D B E F,0 1 0 1 0 0 0 0,2
99,feasible sixteen seizable mean peaceable serene persuaded did,ible een able ean eable ene uaded id,A B C B D B E F,0 1 0 1 0 1 0 1,2
100,died cross sighd loss betide nos thought naught,ied oss ighd oss ide os ought aught,A B C B A D E E,0 1 0 1 0 0 1 0,1
101,supposition estate condition late vision great love above,ion ate ion ate ion eat ove ove,A B A B A B C C,0 1 0 1 0 0 1 1,1
102,juan idea one medea one be alarming charming,uan ea one ea one e ing ing,A B C B C B D D,0 1 1 1 1 1 1 1,1
103,slow wood know solitude so understood not grot,ow ood ow ude o ood ot ot,A B A B A B C C,1 1 1 0 1 1 1 1,1
104,this entwine bliss divine amiss line security obscurity,is ine iss ine iss ine y y,A B A B A B D D,1 1 1 1 1 1 1 1,1
105,appeals mankind feels find meals entwined before door,als ind els ind als ined ore oor,A B C B A B D D,1 1 0 1 0 1 1 0,1
106,brooks threw nooks grew books through eligible unintelligible,oks ew oks ew oks ough ible ible,A B A B A C D D,0 1 0 1 0 1 0 0,1
107,pursued soul mood whole could control condition metaphysician,ued oul ood ole ould ol ion ian,A B A B C B D E,0 1 1 1 0 0 0 0,1
108,earth stars birth wars girth bars skies eyes,earth ars irth ars irth ars ies eyes,A B A B A B C D,1 0 1 0 1 0 0 0,1
109,discern high learn why concern sky did assisted,ern igh earn y ern y id isted,A B A B A B C D,1 1 1 1 1 1 1 0,1
110,flowers then bowers men hours again winner dinner,ers en ers en urs ain er er,A B A B C D E E,0 1 0 1 0 1 0 0,1
111,book wind look mind shook bind gale tale,ook ind ook ind ook ind ale ale,A B A B A B C C,1 1 1 1 1 1 1 1,1
112,away wanted lay panted lay granted forget yet,ay anted ay anted ay anted et yet,A B A B A B C C,1 0 1 0 1 0 1 0,1
113,reveries eyes ease surprise tease surmise not not,ies eyes ease ise ease ise ot ot,A B C A C A D D,0 0 1 0 1 0 1 1,1
114,common take woman break man mistake jealous us,on ake an eak an ake ous us,A B A B A B D D,1 1 1 1 1 1 1 1,1
115,suspicious place wishes disgrace vicious case wholly folly,ous ace ishes ace ous ase y y,A B C B A B D D,1 1 0 1 1 1 1 1,1
116,shortsighted discover delighted lover blighted over swears heirs,ed er ed er ed er ars irs,A B A B A B C D,1 0 1 0 1 0 0 0,1
117,clear occasion near temptation here education eyes prize,ear ion ear ion ere ion eyes ize,A B A B A B C D,1 0 1 0 1 0 0 1,1
118,day season may reason say treason in heroine,ay on ay on ay on in oine,A B A B A B C D,1 1 1 1 1 1 1 0,1
119,june dates moon fates tune states chronology theology,une ates oon ates une ates y y,A B A B A B C C,1 0 1 0 1 0 1 1,1
120,hour seven bower heaven moore given song long,our en er en oore en ong ong,A B A B C B D D,1 1 0 1 0 1 1 1,1
121,well place tell case befell face wise eyes,ell ace ell ase ell ace ise eyes,A B A B A B C D,1 1 1 1 1 1 1 0,1
122,heart wrong art strong part along immense innocence,eart ong art ong art ong ense ence,A B A B A B C C,1 1 1 1 1 1 0 0,1
123,youth fears truth years sooth endears sunny money,outh ars uth ars ooth ars y ey,A B C B A B D E,1 0 0 0 0 0 1 1,1
124,times do rhymes too crimes true is louis,imes o es oo imes ue is uis,A B A B A B C D,1 1 0 1 1 0 1 0,1
125,love swore above wore reprove more thrown own,ove ore ove ore ove ore own own,A B A B A B C C,1 1 1 1 1 1 1 1,1
126,other hair smother air mother pair so so,er air er air er air o o,A B A B A B C C,0 1 0 1 0 1 1 1,1
127,degrees grasp please clasp squeeze asp rouse spouse,ees asp ease asp eeze asp ouse ouse,A B A B A B C C,1 1 1 1 1 1 1 1,1
128,this do kiss withdrew amiss new speak weak,is o iss ew iss ew eak eak,A B A B A B D D,1 1 1 1 1 1 1 1,1
129,moon they soon day june way smile while,oon ey oon ay une ay ile ile,A B A B A B C C,1 1 1 1 0 1 1 1,1
130,hour soul power selfcontrol tower whole throws repose,our oul er ol er ole ows ose,A B A C A B D D,1 1 0 1 0 1 0 0,1
131,embraced arm placed harm waist charm on begun,aced arm aced arm aist arm on un,A B A B C B D D,0 1 0 1 0 1 1 1,1
132,way more sway core array bore been gobetween,ay ore ay ore ay ore een een,A B A B A B C C,1 1 1 1 1 1 1 1,1
133,sighs conversation eyes occasion wise temptation repented consentconsented,ighs ion eyes ion ise ion ented ented,A B C B D B E E,0 0 0 0 1 0 0 0,1
134,reward pleasure hard treasure bard leisure old hold,ard ure ard ure ard ure old old,A B A B A B C C,1 1 1 1 1 1 1 1,1
135,thing doubt spring out wing throughout ashamed reclaimd,ing oubt ing out ing out amed aimd,A B A B A B C D,1 1 1 1 1 1 0 0,1
136,take hence quake licence make sense fit bit,ake ence uake ence ake ense it it,A B A B A B C C,1 1 0 1 1 1 1 1,1
137,will day skill away still say sure obscure,ill ay ill ay ill ay ure ure,A B A B A B C C,1 1 1 1 1 1 1 1,1
138,hear deep gondolier sweep appear creep high sky,ear eep ier eep ear eep igh y,A B C B A B D D,1 1 0 1 1 1 1 1,1
139,bark home mark come lark hum birds words,ark ome ark ome ark um irds ords,A B A B A B C D,1 1 1 1 1 0 0 0,1
140,grapes earth escapes mirth heaps birth women seamen,apes earth apes irth aps irth en en,A B A B C B D D,0 1 0 1 0 1 1 1,1
141,sweet lady complete already seat steady its postobits,eet y ete y eat y its its,A B A B A B C C,1 1 1 1 1 1 0 0,1
142,laurels end quarrels friend barrels defend spot forgot,els end els iend els end ot ot,A B A B A B C C,0 1 0 0 0 1 1 1,1
143,all alone fall known recall shown unforgiven heaven,all one all own all own en en,A B A B A B C C,1 1 1 1 1 1 1 1,1
144,use arts produce parts loose marts your imposture,use arts uce arts oose arts our ure,A B A B A B C C,1 0 1 0 0 0 1 0,1
145,seen pockets guillotine sockets been rockets pox ox,een ets ine ets een ets ox ox,A B C B A B D D,1 0 1 0 1 0 1 1,1
146,potatoes grinning apparatus beginning gratis spinning late great,oes ing us ing is ing ate eat,A B C B D B E E,0 1 1 1 1 1 1 0,1
147,america return say turn way learn is pseudosyphilis,a urn ay urn ay earn is is,A B C B C D E E,0 1 1 1 1 1 1 1,1
148,inventions souls intentions coals mentions poles true waterloo,ons uls ons als ons oles ue oo,A B A C A D E F,0 0 0 0 0 0 1 1,2
149,what measure that pleasure at treasure when then,at ure at ure at ure en en,A B A B A B C C,1 1 1 1 1 1 1 1,1
150,you story few hoary blue promontory rock oclock,ou y ew y ue y ock ock,A B A B A B C C,1 1 1 1 0 1 1 1,1
151,night loud bright crowd light cloud that chat,ight oud ight owd ight oud at at,A B A C A B D D,1 1 1 0 1 1 1 1,1
152,bed door dead before read more fist madammadamhist,ed oor ead ore ead ore ist ist,A B A B A B C C,1 1 1 0 1 0 1 1,1
153,master back disaster watchalack faster crack fly high,er ack er ack er ack y igh,A B A B A B C C,0 1 0 1 0 1 1 0,1
154,arrived number wived slumber contrived encumber contagious outrageous,ived er ived er ived er ous ous,A B A B A B C C,0 0 0 0 0 0 1 1,1
155,suspicion head condition illbred admonition bed sword abhorrd,ion ead ion ed ion ed ord orrd,A B A B A B C D,0 1 0 0 0 0 1 0,1
156,sleep slept weep adept heap crept trouble double,eep ept eep ept eap ept ouble ouble,A B A B A B C C,1 1 1 1 1 1 0 0,1
157,maid who afraid two laid through say away,aid o aid o aid ough ay ay,A B A B A B C C,1 1 1 1 1 1 1 1,1
158,cried mean died been betide spleen kill will,ied ean ied een ide een ill ill,A B A B A B C C,0 1 0 1 0 1 1 1,1
159,everywhere windowseat pair complete fair neat swords boards,ere eat air ete air eat ords ards,A B A B A B C D,1 1 0 1 0 1 0 0,1
160,found sought ground nought round thought blunder under,ound ought ound ought ound ought er er,A B A B A B C C,1 1 1 1 1 1 0 0,1
161,tongue cried wrong bride long side remain spain,ue ied ong ide ong ide ain ain,A B C B C B D D,1 0 1 0 1 0 1 1,1
162,more name threescore same explore fame alfonso so,ore ame ore ame ore ame o o,A B A B A B C C,1 1 1 1 1 1 1 1,1
163,hold sex old vex scold perplex married miscarried,old ex old ex old ex ied ied,A B A B A B C C,1 1 1 1 1 1 0 0,1
164,eer seville anywhere revel were uncivil oreilly vilely,eer ille ere el ere il y y,A B A C A D E E,1 0 1 0 1 0 1 1,1
165,cazzani vain corniani spain many pain peer year,i ain i ain y ain eer ear,A B A B C B D D,0 1 0 1 1 1 1 1,1
166,feet nunez treat is beat is trigger figure,eet ez eat is eat is er ure,A B A C A C D E,1 0 1 1 1 1 0 1,1
167,journey indispensable attorney sensible he defensible fee me,ey able ey ible e ible ee e,A B A C A C A A,1 0 1 0 1 0 0 0,1
168,deposition proceed condition need precision feed out out,ion eed ion eed ion eed out out,A B A B A B C C,0 1 0 1 0 1 1 1,1
169,there over armchair lover care discover treasure pleasure,ere er air er are er ure ure,A A A A A A B B,1 0 0 0 0 0 1 1,1
170,thrown all known cal shown tall stain vain,own all own al own all ain ain,A B A B A B C C,1 1 1 0 1 1 1 1,1
171,years slaughter fears water tears daughter hour power,ars er ars er ars er our er,A B A B A B C C,0 0 0 0 0 0 1 0,1
172,jealous side fellows hide us abide be company,ous ide ows ide us ide e y,A B C B A B D D,1 1 0 1 1 1 1 0,1
173,more show oer slow before so grief pockethandkerchief,ore ow oer ow ore o ief ief,A B C B A B D D,1 1 0 1 1 1 1 1,1
174,pale tears veil appears fail uprears apart heart,ale ars eil ars ail ars art eart,A B A B A B C C,1 0 0 0 1 0 1 1,1
175,confused room abused whom amused tomb cause laws,used oom used om used omb ause aws,A B A B A B C C,0 1 0 0 0 0 1 1,1
176,stood there attitude care good fair these witnesses,ood ere ude are ood air ese es,A B A B A B C D,1 1 0 0 1 0 1 0,1
177,looks figure nooks rigour selfrebukes vigour halfhour thundershower,oks ure oks our ukes our our er,A B A B C B B D,0 1 0 0 0 0 0 0,1
178,excuse sobs whose throbs choose jobs relations patience,use obs ose obs oose obs ons ience,A B C B A B D E,1 0 1 0 0 0 0 0,1
179,stammer before hammer more her oer did bid,er ore er ore er oer id id,A B A B A C D D,0 1 0 1 0 0 1 1,1
180,comitatus door as sore hiatus wore case face,us oor as ore us ore ase ace,A B C B A B D D,1 1 1 0 1 0 1 1,1
181,shame womankind fame blind name behind said bed,ame ind ame ind ame ind aid ed,A B A B A B C C,1 1 1 1 1 1 1 0,1
182,say where lay square may pair shut butt,ay ere ay uare ay air ut utt,A B A B A B D D,1 1 1 0 1 0 1 1,1
183,because sin laws begin gnaws in evil devil,ause in aws in aws in il il,A B A B A B C C,1 1 1 1 1 1 0 0,1
184,notion chronicle potion belle motion well applied died,ion icle ion elle ion ell ied ied,A B A C A D E E,0 0 0 0 0 1 0 0,1
185,back away rack play attack day speak cheek,ack ay ack ay ack ay eak eek,A B A B A B C C,1 1 1 1 1 1 1 1,1
186,hand hair command despair stand there deposit closet,and air and air and ere it et,A B A B A B C D,1 1 1 1 1 1 1 1,1
187,night mood fright good plight blood place face,ight ood ight ood ight ood ace ace,A B A B A B C C,1 1 1 1 1 1 1 1,1
188,cavalier haste here taste near fast keep sleep,ier aste ere aste ear ast eep eep,A B C B C B D D,0 1 1 1 1 0 1 1,1
189,alone maid gone obeyd none stayd view withdrew,one aid one eyd one ayd iew ew,A B A C A D E E,1 1 1 0 1 0 0 1,1
190,begun proceeding done illbreeding none pleading whole rigmarole,un ing one ing one ing ole ole,A B A B A B C C,1 1 0 1 0 1 1 1,1
191,rose enables knows tables pose fables he three,ose ables ows ables ose ables e ee,A B A B A B C C,1 0 1 0 1 0 1 1,1
192,grounds known confounds shown abounds alone ear dear,unds own unds own unds one ear ear,A B A B A B C C,0 1 0 1 0 0 1 1,1
193,two alluded who concluded true brooded say way,o uded o uded ue ooded ay ay,A B A B A C D D,1 0 1 0 0 0 1 1,1
194,enough tact stuff compact rough fact grace face,ough act uff act ough act ace ace,A B A B A B C C,1 1 1 1 1 1 1 1,1
195,i use reply profuse sigh loose up sup,i use y use igh oose up up,A B C B C B D D,0 1 1 1 0 0 1 1,1
196,pardon granted on wanted garden haunted refuse shoes,on anted on anted en aunted use oes,A B A B C D E E,1 0 1 0 1 0 1 0,1
197,they these say seize welladay freeze fashion passion,ey ese ay eize ay eeze ion ion,A B A B A B C C,1 1 1 1 1 0 0 0,1
198,sword flew word through explored gardenkeyflyflyadieu feet street,ord ew ord ough ored eu eet eet,A B A C A D E E,1 1 1 1 0 0 1 1,1
199,advice late price fate trice gardengate dressinggown down,ice ate ice ate ice ate own own,A B A B A B C C,1 1 1 1 1 1 1 1,1
200,light fire fight desire night higher tartar martyr,ight ire ight ire ight er ar yr,A B A B A C D E,1 1 1 1 1 0 1 0,1
201,it hand it command it land lives widowswives,it and it and it and ives ives,A B A B A B C C,1 1 1 1 1 1 0 0,1
202,foe away flow lay blow way there pair,oe ay ow ay ow ay ere air,A B A B A B C C,1 1 1 1 1 1 1 0,1
203,found before swoond door ground more about out,ound ore oond oor ound ore out out,A B C B A B D D,1 1 0 0 1 1 1 1,1
204,say night way plight day light divorce course,ay ight ay ight ay ight orce ourse,A B A B A B C C,1 1 1 1 1 1 1 1,1
205,proceedings full pleadings annul readings dull gurney journey,ings ull ings ul ings ull ey ey,A B A B A B C C,1 1 0 0 0 1 1 1,1
206,train scandals spain vandals vain candles ladies cadiz,ain als ain als ain andles ies iz,A B A B A C D E,1 0 1 0 1 0 0 0,1
207,through sea new italy do she better letter,ough ea ew y o e er er,A B A B A B D D,1 1 1 0 0 1 0 0,1
208,depart pain heart again art stain appears tears,art ain eart ain art ain ars ars,A B A B A B C C,1 1 1 1 1 1 0 0,1
209,lost esteem cost dream boast deem rest request,ost eem ost eam oast eem est est,A B A B A B C C,1 1 1 1 0 1 1 1,1
210,apart range mart exchange heart estrange one undone,art ange art ange eart ange one one,A B A B A B C C,1 1 1 1 1 1 1 1,1
211,pride oer hide core aside before meno go,ide oer ide ore ide ore o o,A B A C A C D D,1 0 1 1 1 1 1 1,1
212,yet mind set wind forget blind pole soul,yet ind et ind et ind ole oul,A B A B A B D D,0 1 1 1 1 1 1 0,1
213,still sheet fulfil complete kill meet adieu you,ill eet il ete ill eet eu ou,A B A B A B C D,1 1 0 1 1 1 0 0,1
214,paper new taper do her partout cornelian vermilion,er ew er o er out ian ion,A B A B A C D E,0 1 0 0 0 1 0 0,1
215,whether is altogether this feather caprice experience hence,er is er is er ice ience ence,A B A B A C D E,0 1 0 1 0 1 0 1,1
216,be containing sea reigning three training homer misnomer,e ing ea ing ee ing er er,A B A B A B C C,1 1 1 1 1 1 0 0,1
217,time rules sublime fools rhyme tools machinery scenery,ime ules ime ols yme ols y y,A B A C A C D D,1 0 1 0 1 0 1 1,1
218,between before ween more seen bore through true,een ore een ore een ore ough ue,A B A B A B C D,1 1 1 1 1 1 1 1,1
219,appeal facts feel acts deal exacts seville devil,eal acts eel acts eal acts ille il,A B A B A B C D,1 0 1 0 1 0 0 0,1
220,prose which those enrich knows pitch bottle aristotle,ose ich ose ich ows itch e otle,A B A B A B C D,1 1 1 1 1 1 1 0,1
221,pope southey hope mouthy cope drouthy nor moore,ope ey ope y ope y or oore,A B A C A C D E,1 1 1 1 1 1 1 0,1
222,assert pray hurt say pert gay show go,ert ay urt ay ert ay ow o,A B A B A B C C,1 1 0 1 1 1 1 1,1
223,blind despise mind eyes find lies make mistake,ind ise ind eyes ind ies ake ake,A B A C A B D D,1 1 1 0 1 1 1 1,1
224,expect moral connect coral recollect laurel skittish british,ect al ect al ect el ish ish,A B A B A C D D,1 1 1 1 1 0 1 1,1
225,editor post creditor roast her cost honey money,or ost or oast er ost ey ey,A B A B C B D D,1 1 1 0 0 1 1 1,1
226,alliance defy science i clients try quarterly martyrly,iance y ience i ents y y y,A B C D E B B B,0 1 0 0 1 1 1 1,1
