textid,poem,endwords,goldvector
69,POEM10,sighed mell tell night sight excel hell light why know show i have crave,1 2 2 1 1 2 2 1 3 4 4 3 5 5
70,POEM11,see day sway decree be ray slay thee knew leave subdue bereave slain remain,1 2 2 1 1 2 2 1 3 4 4 3 5 5
71,POEM12,breed allure procure heed bleed assure endure proceed giveth art liveth heart compare rare,1 2 2 1 1 2 2 1 3 4 4 3 5 5
72,POEM12,create see posterity late that be history that wit hand understand it write white,1 2 2 1 1 2 2 1 3 4 4 3 5 5
73,POEM12,alone bear hear shone moan there were one proceed exceed beautify shine why thine,1 2 2 1 1 2 2 1 3 3 4 5 4 5
74,POEM12,white is bliss delight might this kiss sight dumb well come give tell live,1 2 2 1 1 2 2 1 3 4 3 5 4 5
75,POEM12,bliss not blot is this got wot his remain thee pain divinity praise raise,1 2 2 1 1 2 2 1 3 4 3 4 5 5
76,POEM12,deny days praise prophesy descry bewrays rays try beheld heart foretold before art adore,1 2 2 1 1 2 2 1 3 4 3 5 4 5
77,POEM12,more year were before heretofore there where store wood bright dry good light espy,1 2 2 1 1 2 2 1 3 4 5 3 4 5
78,POEM12,depart bereave receive smart heart conceive deceive art will cease still possessed ease molest,1 2 2 1 1 2 2 1 3 4 3 5 4 5
79,POEM12,complain i loyalty disdain constrain deny injury pain name shame gainsay is day this,1 2 2 1 1 2 2 1 3 3 4 5 4 5
80,POEM0,times tadmire rhymes inspire higher own desire shown known me overthrown thee mine thine,1 2 1 2 2 3 2 3 3 4 3 4 5 5
81,POEM0,beauty zeal duty reveal soul care enrol are youth eyes truth arise slightly lightly,1 2 1 2 3 4 3 4 5 6 5 6 7 7
82,POEM0,love mother prove other deeds despair reads fair blood denying good crying her her,1 2 1 2 3 4 3 4 5 6 5 6 7 7
83,POEM0,care songs are wrongs eye distress awry guess lead sun read done pain disdain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
84,POEM0,desire regard fire reward hue sorrows view furrows brow hill bough will heart art,1 2 1 2 3 4 3 4 5 6 5 6 7 7
85,POEM0,mind range find change bewrayed place maid face despair breath fair death accord lord,1 2 1 2 3 4 3 4 5 6 5 6 7 7
86,POEM0,fair sunny despair honey honour love her above foes brow those now unkind mind,1 2 1 2 3 4 3 4 5 6 5 6 7 7
87,POEM0,unkind lightness find brightness surveyed vain bewrayed disdain face miss disgrace this spoken broken,1 2 1 2 3 4 3 4 5 6 5 6 7 7
88,POEM0,fairest heaven repairest even heart grief art relief love case prove place move love,1 2 1 2 3 4 3 4 5 6 5 6 7 7
89,POEM0,breath thair earth despair soul grieve roll relieve thoughts apart notes heart death breath,1 2 1 2 3 4 3 4 5 6 5 6 7 7
90,POEM0,breath brow death how night queen light seen wise heart eyes impart me me,1 2 1 2 3 4 3 4 5 6 5 6 7 7
91,POEM0,hearts vain convert disdain love regarded move rewarded tears vows ears allows she see,1 2 1 2 3 4 3 4 5 6 5 6 7 7
92,POEM0,wings frame things flame face give grace relieve imparadise is eyes bliss alone one,1 2 1 2 3 4 3 4 5 6 5 6 7 7
93,POEM0,frame stone same moan desires heart admires art breast adore rest therefore art heart,1 2 1 2 3 4 3 4 5 6 5 6 7 7
94,POEM0,dear surprise near eyes flame report same sort heal so deal woe strength length,1 2 1 2 3 4 3 4 5 6 5 6 7 7
95,POEM0,unfeigned desire retained fire painted spoken sainted open eyes name lies same see be,1 2 1 2 3 4 3 4 5 6 5 6 7 7
96,POEM0,languish mourn anguish born relent give spent live renews disdain pursues pain nearly dearly,1 2 1 2 3 4 3 4 5 6 5 6 7 7
97,POEM0,frame sake name make ever live endeavour give fame love inflame move overcome dumb,1 2 1 2 3 4 3 4 5 6 5 6 7 7
98,POEM0,error tending terror ending hateful me thungrateful me abated rebelling innated dwelling her her,1 2 1 2 3 4 3 4 5 6 5 6 7 7
99,POEM0,ore love adore remove white sweet bright feet resigned spheres mind bears again pain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
100,POEM0,life fear strife tappear near speak dear weak seek find disleek unkind contraries eyes,1 2 1 2 3 4 3 4 5 6 5 6 7 7
101,POEM0,frown bliss overgrown is cries tears eyes ears breath it death whit apart heart,1 2 1 2 3 4 3 4 5 6 5 6 7 7
102,POEM0,desire appeal texspire repeal steal spare deal despair care lives her gives prize eyes,1 2 1 2 3 4 3 4 5 6 5 6 7 7
103,POEM0,brow stays bow decays eyes days cruelties weighs disobeys vain betrays disdain be me,1 2 1 2 3 4 3 4 5 6 5 6 7 7
104,POEM0,annoy distils pay kills years it tears unfit care ease rare appease ever never,1 2 1 2 3 4 3 4 5 6 5 6 7 7
105,POEM0,grief love relief prove all treachery recall company me eyes be lies vain pain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
106,POEM0,mourn bad scorn sad sleep joyed deep annoyed sour part power heart us thus,1 2 1 2 3 4 3 4 5 6 5 6 7 7
107,POEM0,voice triumvirate choice state all down fall renown past stand last hand do too,1 2 1 2 3 4 3 4 5 6 5 6 7 7
108,POEM0,flew breast slew blest protect signed suspect pined reveal erect appeal respect come become,1 2 1 2 3 4 3 4 5 6 5 6 7 7
109,POEM0,thought on sought one sun fulfil begun kill still mine ill thine twain disdain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
110,POEM0,eyes shine devise divine desires aspects inspires effects they heart stray part view you,1 2 1 2 3 4 3 4 5 6 5 6 7 7
111,POEM0,pain grief wane relief done aspire sun desire speed fears need tears wrong strong,1 2 1 2 3 4 3 4 5 6 5 6 7 7
112,POEM0,flight soar delight more shore fame before same shame keeps name sleeps blot not,1 2 1 2 3 4 3 4 5 6 5 6 7 7
113,POEM0,desire heart part retire fire smart art her will right still sight spill kill,1 2 2 1 1 2 2 1 3 4 3 4 3 3
114,POEM0,glass skies alas eyes declare storm are form me face be case hyacinth flint,1 2 1 2 3 4 3 4 5 6 5 6 7 7
115,POEM0,wrong wire fire strong song admire desire long glass hue was you pass anew,1 2 2 1 1 2 2 1 3 4 3 4 3 4
116,POEM0,rose honour undisclose her air decline fair thine flowers now hours brow vain again,1 2 1 2 3 4 3 4 5 6 5 6 7 7
117,POEM0,again flowers stain lowers sun light done night west showest best most was pass,1 2 1 2 3 4 3 4 5 6 5 6 7 7
118,POEM0,pass alone glass gone madst remaining fadst waning me spent see repent tears hairs,1 2 1 2 3 4 3 4 5 6 5 6 7 7
119,POEM0,hairs near clears dear thee unworthy thee thee monument cherish spent perish thereby die,1 2 1 2 3 4 3 4 5 6 5 6 7 7
120,POEM0,abound lines found shines clime it rhyme it fame isle name style be she,1 2 1 2 3 4 3 4 5 6 5 6 7 7
121,POEM0,should art could heart shame warble name marble esteemed pureness redeemed obscureness thee thee,1 2 1 2 3 4 3 4 5 6 5 6 7 7
122,POEM0,thine reared lain eared attained men gained pen die veil mortality rail thee be,1 2 1 2 3 4 3 4 5 6 5 6 7 7
123,POEM0,shore waves more saves eyes land lies hand peace misses cease kisses shore more,1 2 1 2 3 4 3 4 5 6 5 6 7 7
124,POEM0,despairs woe cares so wrack pride sack guide rise dame eyes same will still,1 2 1 2 3 4 3 4 5 6 5 6 7 7
125,POEM0,eyes tattend rise end duly queen truly been move drives love lives complain obtain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
126,POEM0,mourn mind return confined disdain impart attain heart summon move woman love me be,1 2 1 2 3 4 3 4 5 6 5 6 7 7
127,POEM0,dew green show been flourish rose nourish lose years earth appears death foretold old,1 2 1 2 3 4 3 4 5 6 5 6 7 7
128,POEM0,read smile seed while years wither appears thither air raise fair praise gone one,1 2 1 2 3 4 3 4 5 6 5 6 7 7
129,POEM0,go distress woe less plains leaves disdains conceives place grief disgrace thief gain pain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
130,POEM0,eyes coast lies most sun smile won isle north arms worth harms thee be,1 2 1 2 3 4 3 4 5 6 5 6 7 7
131,POEM0,night born light return mourn youth scorn untruth daydesires morrow liars sorrow vain disdain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
132,POEM0,paladins words lines records eyes come lies dumb erect age protect rage appear dear,1 2 1 2 3 4 3 4 5 6 5 6 7 7
133,POEM0,land renown hand overthrown known fame own same blame case shame face unkind mind,1 2 1 2 3 4 3 4 5 6 5 6 7 7
134,POEM0,dislikes same strikes fame sound wise ground eyes muse name use same such touch,1 2 1 2 3 4 3 4 5 6 5 6 7 7
135,POEM0,muse thee refuse be blot pen not men theatres great waters seat song wrong,1 2 1 2 3 4 3 4 5 6 5 6 7 7
136,POEM0,lines desire shines fire powers might hours sight me have be grave thereby i,1 2 1 2 3 4 3 4 5 6 5 6 7 7
137,POEM0,entire extorts desire imports due love view move mirth despair birth care such much,1 2 1 2 3 4 3 4 5 6 5 6 7 7
138,POEM1,rate eftate fufficiencie weake fame thereby fpeake became,1 1 2 3 4 2 3 4
139,POEM1,ouerthrowne owne praife collaud harts betraies tapplaud parts,1 1 2 3 4 2 3 4
140,POEM1,conuay bloud aright may good vpright more before,1 2 3 1 2 3 4 4
141,POEM1,to furnifhing adoe trauelling who thinheriting,1 2 1 2 1 2
142,POEM1,eie wrong iniquitie long pietie ftrong,1 2 1 2 1 2
143,POEM1,pallaces pride forgetfulneffe decide orderleffe fide,1 2 1 2 1 2
144,POEM1,name vanitie fame beggarie fhame pouertie,1 2 1 2 1 2
145,POEM1,ftriue fkill giue ill deadaliue will,1 2 1 2 1 2
146,POEM1,reftraint die want libertie scant pouertie,1 2 1 2 1 2
147,POEM1,all faft fall paft fhall laft,1 2 1 2 1 2
148,POEM1,time dayes clime bayes rime praife,1 2 1 2 1 2
149,POEM1,age yeares rage appeares ingage cares,1 2 1 2 1 2
150,POEM1,spring refpeft withering defect bring neglect,1 2 1 2 1 2
151,POEM1,fhall dayes fall praife,1 2 1 2
152,POEM1,bleed amend proceed end behinde depend,1 2 1 2 1 2
153,POEM1,minde bafe find grace symonie place,1 2 1 2 1 2
154,POEM1,buy fhift iniurioufly lift preferd gift,1 2 1 2 1 2
155,POEM1,regard vndo prepard to portion do,1 2 1 2 3 2
156,POEM1,deuotion reuerence prouifion prouidence diffipate expence,1 2 1 2 3 2
157,POEM1,state hold rate mould complaine hold,1 2 1 2 3 2
158,POEM1,ftraine betray vaine ftay ftate away rate aright taccommodate requifite fet quite get,1 2 1 2 3 2 3 4 3 4 5 4 5
159,POEM1,dues benefit accrewes then infues men diftributed when fruftrated bvnfought fped brought,1 2 1 3 1 3 4 3 4 5 4 5
160,POEM1,conuart minde kinde io mankinde fatalnes obferuances pen ghefle men gaine containe,1 2 2 3 2 4 4 5 6 5 7 7
161,POEM0,looks by books satisfy breast wring drest sing mind change inclined range strain entertain,1 2 1 2 3 4 3 4 5 6 5 6 7 7
162,POEM0,i been discovery seen forth steered north reared continent past spent cast relate fate,1 2 1 2 3 4 3 4 5 6 5 6 7 7
163,POEM0,i commit by it view accessary you carry further found murder wound past last,1 2 1 2 3 4 3 4 5 6 5 6 7 7
164,POEM0,woe cares grow despairs hours cross sours loss eye looks usury books me thee,1 2 1 2 3 4 3 4 5 6 5 6 7 7
165,POEM0,sit graces wit places love bear prove there words made affords invade you true,1 2 1 2 3 4 3 4 5 6 5 6 7 7
166,POEM0,no reply so i i no i no i have reply crave so no,1 2 1 2 3 4 3 4 5 6 5 6 7 7
167,POEM0,things street sings sheet give days live praise rhymes story times glory throng song,1 2 1 2 3 4 3 4 5 6 5 6 7 7
168,POEM0,prodigal feast withal guest turn eyne burn wine excess part drunkenness heart see company,1 2 1 2 3 4 3 4 5 6 5 6 7 7
169,POEM0,haste old placed behold brow see now tree lean thin clean chin thee thee,1 2 1 2 3 4 3 4 5 6 5 6 7 7
170,POEM0,muse so use go lunatic find sick mind fit twain wit brain distraught brought,1 2 1 2 3 4 3 4 5 6 5 6 7 7
171,POEM0,compare pennyfather care together chest spend rest friend waste thee placed thee lent spent,1 2 1 2 3 4 3 4 5 6 5 6 7 7
172,POEM0,alone be one me being either seeing together again you remain you fly i,1 2 1 2 3 4 3 4 5 6 5 6 7 7
173,POEM0,proves divine define moves charity mind kind memory name sense conscience inflame be see,1 2 2 1 3 4 4 3 5 6 6 5 7 7
174,POEM0,defaced rust dust disgraced words sight light affords turn sun done burn proceed read,1 2 2 1 3 4 4 3 5 6 6 5 7 7
175,POEM0,fire be free aspire kind take make mind store lay away before rape scape,1 2 2 1 3 4 4 3 5 6 6 5 7 7
176,POEM0,stead love dead move crost bride ghost died breathe reply bequeath virginity me me,1 2 1 2 3 4 3 4 5 6 5 6 7 7
177,POEM0,round alone known found sun desire fire begun flame perfuming consuming same ascend end,1 2 2 1 3 4 4 3 5 6 6 5 7 7
178,POEM0,pass see be glass glass see infancy was this been seen bliss thee see,1 2 2 1 3 4 4 3 5 6 6 5 7 7
179,POEM0,heaven nine divine even heaven frequent resident given addeth nine divine gladdeth then ten,1 2 2 1 3 4 4 3 5 6 6 5 7 7
180,POEM0,why would deny could neither do either too shift here drift there you you,1 2 1 2 3 4 3 4 5 6 5 6 7 7
181,POEM0,still possessed ill rest wake try take extremity despairs death tears breath evil angeldevil,1 2 1 2 3 4 3 4 5 6 5 6 7 7
182,POEM0,wooed move good love trot came blot same won measure run treasure obtains pains,1 2 1 2 3 4 3 4 5 6 5 6 7 7
183,POEM0,bears me years be toys feather boys together born he scorn we play they,1 2 1 2 3 4 3 4 5 6 5 6 7 7
184,POEM0,scorn beggary born by charitable guest table blest desert conspire heart fire bold cold,1 2 1 2 3 4 3 4 5 6 5 6 7 7
185,POEM0,love say prove pray sort beguile sport while not be got me cry die,1 2 1 2 3 4 3 4 5 6 5 6 7 7
186,POEM0,restrain tongue rhine song forth orcades north seas isle pass exile glass rehearse verse,1 2 1 2 3 4 3 4 5 6 5 6 7 7
187,POEM0,appears care despair fears hope fear sphere scope despair hope scope air head dead,1 2 2 1 3 4 4 3 5 6 6 5 7 7
188,POEM0,climes nations times fashions theirs express heirs transgress true boast you most cause laws,1 2 1 2 3 4 3 4 5 6 5 6 7 7
189,POEM0,overprize folly wise wholly state vain rate gain use thereby refuse i still ill,1 2 1 2 3 4 3 4 5 6 5 6 7 7
190,POEM0,assail sense prevail offence sight harmony delight spicery part rest heart blest aid betrayed,1 2 1 2 3 4 3 4 5 6 5 6 7 7
191,POEM0,begun flame sun same art beat part heat fire flame desires same art heart,1 2 1 2 3 4 3 4 5 6 5 6 7 7
192,POEM0,jeer grace here face say lose way goes imprest ear drest wear flies scarabies,1 2 1 2 3 4 3 4 5 6 5 6 7 7
193,POEM0,crowned praised renowned raised dee tell be excel thame flood fame blood be thee,1 2 1 2 3 4 3 4 5 6 5 6 7 7
194,POEM0,delight breast sight blest gaze depart praise heart eyes have denies crave be see,1 2 1 2 3 4 3 4 5 6 5 6 7 7
195,POEM0,admire thought taught desire admire perfection direction desire admire bend extend desire love prove,1 2 2 1 3 4 4 3 5 6 6 5 7 7
196,POEM0,love thee me prove see mind kind thee thine be thee lien me thee,1 2 2 1 3 4 4 3 5 6 6 5 7 7
197,POEM0,slack me wrack thee swears power tears bower fires heaven desires given named damned,1 2 1 2 3 4 3 4 5 6 5 6 7 7
198,POEM0,rest sleep best keep things flight brings night all thus call us day away,1 2 1 2 3 4 3 4 5 6 5 6 7 7
199,POEM0,write stay way indite spleen argument invent been disdain folly wholly grain remove love,1 2 2 1 3 4 4 3 5 6 6 5 7 7
200,POEM0,tell paint hell acquaint me phlegethon be none looks mell books cell astrea idea,1 2 1 2 3 4 3 4 5 6 5 6 7 7
201,POEM0,beat desire heat fire increaseth groaning ceaseth bemoaning striving turneth reviving burneth stone ixion,1 2 1 2 3 4 3 4 5 6 5 6 7 7
202,POEM0,love horror prove terror do long woe wrong lunacy grief eye thief her her,1 2 1 2 3 4 3 4 5 6 5 6 7 7
203,POEM0,well vein strain excel conceit feign pain repeat be verse rehearse see this amiss,1 2 2 1 3 4 4 3 5 6 6 5 7 7
204,POEM0,grace spirit place merit star light are sight obey ill they skill boast most,1 2 1 2 3 4 3 4 5 6 5 6 7 7
205,POEM0,thee face misery disgrace times again rhymes disdain perish grave cherish save die eternity,1 2 1 2 3 4 3 4 5 6 5 6 7 7
206,POEM0,chair lines air designs verse fame hearse name walls moans falls stones moved loved,1 2 1 2 3 4 3 4 5 6 5 6 7 7
207,POEM0,guide shows decide knows wrought deed brought bleed slain more contain before led dead,1 2 1 2 3 4 3 4 5 6 5 6 7 7
208,POEM0,fame pen name men press strove confess move pause rung applause belong pursue you,1 2 1 2 3 4 3 4 5 6 5 6 7 7
209,POEM0,know be bow thee forbear prefer ear crowkeeper trade boy made joy way play,1 2 1 2 3 4 3 4 5 6 5 6 7 7
210,POEM0,write move delight love served food hungerstarved blood death sorry birth purgatory refines lines,1 2 1 2 3 4 3 4 5 6 5 6 7 7
211,POEM0,hence die offence try remorse vein corse again restore kill more ill hour power,1 2 1 2 3 4 3 4 5 6 5 6 7 7
212,POEM0,begun course run force seen gain queen spain sever reel ever wheel untrue you,1 2 1 2 3 4 3 4 5 6 5 6 7 7
213,POEM0,heart again art retain remorse sake scorse take thee prayer be betrayer none one,1 2 1 2 3 4 3 4 5 6 5 6 7 7
214,POEM0,shore lives adore eyes spring showers sing flowers queen years been tears alone helicon,1 2 1 2 3 4 3 4 5 6 5 6 7 7
215,POEM0,woe cares so tears miseries ghost elegies boast here fame prayer name raise praise,1 2 1 2 3 4 3 4 5 6 5 6 7 7
216,POEM0,love arise prove eyes behold smoke enrolled provoke see sacrifice thee eyes bright light,1 2 1 2 3 4 3 4 5 6 5 6 7 7
217,POEM0,love know prove no appear stood air brood desire skies aspire eyes alone flown,1 2 1 2 3 4 3 4 5 6 5 6 7 7
218,POEM0,eyes divine lies shrine view admire you fire seen unfold been told most lost,1 2 1 2 3 4 3 4 5 6 5 6 7 7
219,POEM0,coin bound purloin ground tied came tried same away deep play keep blood good,1 2 1 2 3 4 3 4 5 6 5 6 7 7
220,POEM0,inn entertain begin again i slow reply woe pay born away scorn thwarted parted,1 2 1 2 3 4 3 4 5 6 5 6 7 7
221,POEM0,heaven hell given dwell move desert love heart sun let begun set prove love,1 2 1 2 3 4 3 4 5 6 5 6 7 7
222,POEM0,part me heart free vows again brows retain breath lies death eyes over recover,1 2 1 2 3 4 3 4 5 6 5 6 7 7
223,POEM0,began rest won feast go sot woe not sky earth penury dearth desire fire,1 2 1 2 3 4 3 4 5 6 5 6 7 7
224,POEM0,crave begun have won peace remain cease again turn state burn hate overthrown own,1 2 1 2 3 4 3 4 5 6 5 6 7 7
225,POEM0,love spell prove well begun name done fame tears relief despairs grief so woe,1 2 1 2 3 4 3 4 5 6 5 6 7 7
226,POEM0,beguile admire nile fire height old weight cold tell hypasis dwell simois seen been,1 2 1 2 3 4 3 4 5 6 5 6 7 7
227,POEM0,neglected quite light respected duty name flame beauty divine sleepeth keepeth shrine night light,1 2 2 1 3 4 4 3 5 6 6 5 7 7
228,POEM0,eyes mind lies wind love afford prove overboard worn lost forlorn coast displeasure treasure,1 2 1 2 3 4 3 4 5 6 5 6 7 7
229,POEM0,youth years truth tears done honour sun her love name move fame embraced disgraced,1 2 1 2 3 4 3 4 5 6 5 6 7 7
230,POEM0,joy move toy love wrong gave song grave prove you above knew exprest rest,1 2 1 2 3 4 3 4 5 6 5 6 7 7
