textid,poem,endwords,goldvector
90,POEM26,been live nineteenten nineteenfive,1 2 1 2
91,POEM26,clear true dear you,1 2 1 2
92,POEM26,lover tomb over doom,1 2 1 2
93,POEM26,time above pastime love,1 2 1 2
94,POEM26,loves enfold loves old,1 2 1 2
95,POEM26,plenty it nineteentwenty abit,1 2 1 2
96,POEM27,company lonely revelry only dwell inseparable,1 2 1 2 3 3
97,POEM27,me so see know distress wilderness,1 2 1 2 3 3
98,POEM27,well light dwell night cry sky,1 2 1 2 3 3
99,POEM28,again eyes plain heavens lies surmise hand land cries speck one fly neck die on,1 2 1 3 2 2 4 4 2 5 3 6 5 6 3
100,POEM29,hill song me strong,1 2 3 2
101,POEM29,us part go heart,1 2 3 2
102,POEM29,not hilltown remember down,1 2 3 2
103,POEM29,golden light hill night,1 2 3 2
104,POEM29,valley here goes fear,1 2 3 2
105,POEM29,height knew clear you,1 2 3 2
106,POEM29,hill uncomforted i dead,1 2 3 2
107,POEM29,trentals bread do dead,1 2 3 2
108,POEM29,water afresh creep flesh,1 2 3 2
109,POEM29,eyes chin you kin,1 2 3 2
110,POEM29,you away you away,1 2 3 2
111,POEM29,sleeping old weeping cold,1 2 3 2
112,POEM29,not place still face,1 2 3 2
113,POEM29,handkerchief mirth bury earth,1 2 3 2
114,POEM29,ungrieving you living knew,1 2 3 2
115,POEM29,trentals bread death dead,1 2 3 2
116,POEM29,handkerchief not wondering rot,1 2 3 2
117,POEM29,heaven star sleep ambarvalia,1 2 3 2
118,POEM30,poet sun it done hymns limbs well smell,1 2 1 2 3 3 4 4
119,POEM30,old knee hold see face embrace warm arm,1 2 1 2 3 3 4 4
120,POEM30,again told then cold pressed breast surprise eyes,1 2 1 2 3 3 4 4
121,POEM31,side wall hide all,1 2 1 2
122,POEM31,beat alone meet one,1 2 1 2
123,POEM31,night town white crown,1 2 1 2
124,POEM31,faces fire places mire,1 2 1 2
125,POEM31,heard go bird flow,1 2 1 2
126,POEM31,noons beneath moons death,1 2 1 2
127,POEM31,still stare hill air,1 2 1 2
128,POEM31,kiss lie is sky,1 2 1 2
129,POEM32,crave prize have sighs knew you,1 2 1 2 3 3
130,POEM32,cell same immutable shame go know,1 2 1 2 3 3
131,POEM32,me town quietly down you you,1 2 1 2 3 3
132,POEM32,free press emptily loneliness strive gyve even heaven,1 2 1 2 3 3 4 4
133,POEM33,broke sate hate smoke strode him dim god,1 2 2 1 3 4 4 3
134,POEM33,serene fair way away there queen,1 2 3 3 2 1
135,POEM33,behold years bears scold bold troys voice old,1 2 2 1 1 3 3 1
136,POEM33,went came impotent name cried side,1 2 1 2 3 3
137,POEM34,will feet still street you see view agony,1 2 1 2 3 4 3 4
138,POEM34,shiver planned head river hand bed,1 2 3 1 2 3
139,POEM35,cool fool hands understands know bow grace face love move life loverwife close nose eye die note coat fat that end tend old hold thing lovemaking meaning cleaning forgotten rotten free see you too,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17
140,POEM36,aquiver exquisitely river me,1 2 1 2
141,POEM36,glimmer dream dimmer stream,1 2 1 2
142,POEM36,over skies lover eyes,1 2 1 2
143,POEM36,bending i uncomprehending cry,1 2 1 2
144,POEM36,quiver heart river apart,1 2 1 2
145,POEM36,laughter trees after breeze,1 2 1 2
146,POEM36,clamour there glamour air,1 2 1 2
147,POEM36,aquiver brows river boughs,1 2 1 2
148,POEM37,kings crown wings down do high said eye,1 2 1 2 3 4 3 4
149,POEM37,said this head kiss me gay lady way,1 2 1 2 3 4 3 4
150,POEM37,see street me feet of knew love you,1 2 1 2 3 4 3 4
151,POEM38,you too all fall tea we by eye cried unmemoried flame came moved loved,1 1 2 2 3 3 4 4 5 5 6 6 7 7
152,POEM38,otherwhence innocence strange change sky lie knew you,1 1 2 2 3 3 4 4
153,POEM38,see immortality tea,1 1 1
154,POEM38,stream gleam smoke broke hair there breathless deathless grew you,1 1 2 2 3 3 4 4 5 5
155,POEM38,otherwhence magnificence light white glint tint transiency eternity,1 1 2 2 3 3 4 4
156,POEM38,length strength creep sleep loved moved ground round ended friended distress unconsciousness spell unutterable you knew shone gone stayed played jest best yet eat too you,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
157,POEM39,stood one sun wood light stream dream height,1 2 2 1 3 4 4 3
158,POEM39,hour her breath flower lover death,1 2 3 1 2 3
159,POEM40,quick knew sick you ever dole liver soul,1 2 1 2 3 4 3 4
160,POEM40,me throw slimy woe ye belly,1 2 1 2 3 3
161,POEM41,desolate sky i hate wait suddenly high gate,1 2 2 1 1 2 2 1
162,POEM41,living blossomhung roads flung unforgiving gods,1 2 3 2 1 3
163,POEM42,throng wise long fantasies sighs way memories day,1 2 1 2 2 3 2 3
164,POEM42,straying ended light attended swaying night,1 2 3 2 1 3
165,POEM43,spring wayfaring call all give live you blue ends friends lie i peace cease space face,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8
166,POEM44,wood solitude gleam dream glance radiance it lit white midnight above grove knew you mirth earth win therein,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9
167,POEM45,shone gone heard word apart heart do you by sky go know,1 1 2 2 3 3 4 4 5 5 6 6
168,POEM45,pass grass calls petals sun done dew you,1 1 2 2 3 3 4 4
169,POEM46,hour sleeping power leaping weary move dreary love,1 2 1 2 3 4 3 4
170,POEM46,there mending breath there ending death,1 2 3 1 2 3
171,POEM47,blest security rest we undying mirth flying earth throwing ever going endeavour fall all,1 2 1 2 3 4 3 4 5 6 5 6 7 7
172,POEM48,dead old gold red be serene been immortality,1 2 2 1 3 4 4 3
173,POEM48,dearth pain earth wage again heritage,1 2 1 3 2 3
174,POEM49,cares mirth theirs earth known friended alone ended,1 2 1 2 3 4 3 4
175,POEM49,laughter after dance white radiance night,1 1 2 3 2 3
176,POEM50,me field be concealed aware roam air home,1 2 1 2 3 4 3 4
177,POEM50,away less given day gentleness heaven,1 2 3 1 2 3
178,POEM51,eyes again cries brain close rose,1 2 1 2 3 3
179,POEM51,space store face oer who through light night,1 2 1 2 3 3 4 4
180,POEM52,ends white friends night agree immortality land understand,1 2 1 2 3 3 4 4
181,POEM52,sun paradise one wise there true were knew are star,1 2 1 2 3 4 3 4 5 5
182,POEM52,love here grief move disappear be immutability reef sea,1 2 3 1 2 4 4 3 4
183,POEM52,pain brain say again,1 1 2 1
184,POEM52,feet matua meet there hair,1 2 1 3 3
185,POEM52,white ravine night aftergreen,1 2 1 2
186,POEM52,red head dreams stuff seems love,1 1 2 3 2 3
187,POEM52,sway shade fade day ours flowers missing south kissing mouth,1 2 2 1 3 3 4 5 4 5
188,POEM52,mamua away moon stray lagoon hand way sand caress foolishness day,1 2 3 2 3 4 2 4 5 5 2
189,POEM52,there deep hair halfasleep after call laughter individual paradise wise,1 2 1 2 3 4 3 4 5 5
190,POEM53,delight night remember chamber sky by rare air trace face found sound light night sun begun tree quietly hair there dress tenderness me sea known thrown,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13
191,POEM53,tide died still hill peace cease knew you unstirred word said ungarlanded keep sleep,1 1 2 2 3 3 4 4 5 5 6 6 7 7
192,POEM54,days praise astonishment content despair bear life strife far star days praise me see delight night i die hence magnificence names flames know blow streaming cleangleaming dust crust food wood flowers hours moon soon kiss is keen machine touch such fingers lingers names flames spring sing pain train foam home cold mould dew glossynew grass pass hour power death breath trust dust wake make known blown brains remains again men farremoved loved,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35 36 36
193,POEM55,june noon clear fear pond beyond swear were good mud see liquidity cry dry near here time slime one begun mind kind fin in hook brook there fair around found flies dies wish fish,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17
194,POEM56,know air go fair aside chair know denied,1 2 1 2 3 2 1 3
195,POEM56,place face wise eyes eclipse passingly lips she,1 1 2 2 3 4 3 4
196,POEM56,there hair,1 1
197,POEM57,said head she bitterly,1 1 2 2
198,POEM57,known own young tongue,1 1 2 2
199,POEM58,over say lover away,1 2 1 2
200,POEM58,naught adore thought more,1 2 1 2
201,POEM58,clever you ever you,1 2 1 2
202,POEM58,you you,1 1
203,POEM59,stept room gloom slept crept rest breast wept,1 2 2 1 3 4 4 3
204,POEM59,gain ease know these so again,1 2 3 2 3 1
205,POEM60,day wove spray love sea worth misery mirth,1 2 1 2 3 4 3 4
206,POEM60,memories skies stone old done mould,1 1 2 3 2 3
207,POEM61,tree eyes cries savagery me rise skies sea,1 2 2 1 1 2 2 1
208,POEM61,again known pain one foolishly sea,1 2 1 2 3 3
209,POEM62,years part tears heart crying mood undying quietude,1 2 1 2 3 4 3 4
210,POEM62,streams dreams men unintelligible when tell,1 1 2 3 2 3
211,POEM63,sun tread dead run air wind find there,1 2 2 1 3 4 4 3
212,POEM63,day wise say denies away eyes,1 2 1 2 1 2
213,POEM64,press flow snow loveliness comradeless slow know bless,1 2 2 1 1 2 2 1
214,POEM64,remain mirth these train seas earth,1 2 3 1 3 2
215,POEM65,strange tide abide change move war star love,1 2 2 1 3 4 4 3
216,POEM65,smile over heart awhile apart lover,1 2 3 1 3 2
217,POEM66,parted rend emptyhearted end sleeping grain weeping rain wings holy things slowly food quietude,1 2 1 2 3 4 3 4 5 6 5 6 7 7
218,POEM67,gate again fate then slaking crying taking lying ghost colder most shoulder kiss this,1 2 1 2 3 4 3 4 5 6 5 6 7 7
219,POEM68,scrap wind kind lap length stir strength her,1 2 2 1 3 4 3 4
220,POEM68,come me me air home care,1 2 2 3 1 3
221,POEM69,adorable tenderness well less success,1 2 1 2 2
222,POEM69,road you wendover hoo do,1 2 3 2 2
223,POEM69,fly fast lie last past,1 2 1 2 2
224,POEM69,find pain wind rain again,1 2 1 2 2
225,POEM69,away end they mend friend,1 2 1 2 2
226,POEM69,find desires wind shires innfires,1 2 1 2 2
227,POEM69,hedgerows plain grows lane remain,1 2 1 2 2
228,POEM69,perhaps you kindlier true do,1 2 3 2 2
229,POEM70,night room firelight gloom,1 2 1 2
230,POEM70,in there chin hair know chair,1 2 1 2 3 2
231,POEM70,still hair saw there,1 2 3 2
232,POEM70,firelight there light chair,1 2 1 2
233,POEM70,earth sleep gloom creep room sleep,1 2 3 2 3 2
234,POEM71,line dies divine eyes,1 2 1 2
235,POEM71,way train sway again,1 2 1 2
236,POEM71,rise love eyes move,1 2 1 2
237,POEM71,blowing goes unknowing grows,1 2 1 2
238,POEM71,goal room soul gloom,1 2 1 2
239,POEM71,streamers fly dreamers die,1 2 1 2
240,POEM71,things on swings alone,1 2 1 2
241,POEM72,soft again green pain,1 2 3 2
242,POEM72,numb frore come more,1 2 3 2
243,POEM72,woken again buds pain,1 2 3 2
244,POEM73,meet fair cryingsweet air round laughter befall after,1 2 1 2 3 4 5 4
245,POEM73,met there yet air light laughter years after,1 2 1 2 3 4 5 4
246,POEM74,this word kiss heard,1 2 1 2
247,POEM74,so touch know much,1 2 1 2
248,POEM74,smart day heart say,1 2 1 2
249,POEM75,way day soon afternoon fire wire face grace white light fair there word heard known tone heart smart snow know stir her eyes sighs glad had fro know only lonely come dumb far familiar relate estate revealing healing her messenger eyes skies kind wind mortality felicity heart smart bore more head spread fire higher,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27
250,POEM75,shone gone alone,1 1 1
251,POEM76,died graveside ends friends,1 1 2 2
252,POEM76,prime wasted carouse time house untasted,1 2 3 1 3 2
253,POEM76,dear unshard bard bier,1 2 2 1
254,POEM76,first reversd hand tanned joy boy departed brokenhearted,1 1 2 2 3 3 4 4
255,POEM76,said wed stead,1 1 1
256,POEM76,time rhyme alluncomprehending ending read dead,1 1 2 2 3 3
257,POEM76,romance cheek unassuaged ignorance generosity speak middleaged she,1 2 3 1 4 2 3 4
258,POEM76,watch catch drone there alone wild hair child,1 1 2 3 2 4 3 4
259,POEM76,too flowers long crew hours song,1 2 3 1 2 3
260,POEM76,general funeral all know ago,1 1 1 2 2
261,POEM77,bloom room think pink know blow through you sleep deep beneath death know show sweet feet gott hot fresh flesh jews dews gold told blows rose sun done star are coton verboten,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16
262,POEM77,were grantchester touch such seen green dead head low know lie sky grass pass blur grantchester cool pool tricks styx still mill eye by white night dawn lawn go toe seen dean skies cries rout sleeperout calls falls,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19
263,POEM77,train again know go england understand prefer grantchester smile guile south mouth one trumpington dirty thirty parts hearts rhymes crimes believe eve miles smiles wives ives bydam babraham grantchester there skies eyes dream stream creep asleep white night ought thought truth youth old told stir grantchester rotten unforgotten breeze trees stand land dream stream cold silvergold sea madingley born corn cool pool still mill find kind forget yet three tea,1 1 2 2 3 3 4 4 5 5 6 6 7 7 8 8 9 9 10 10 11 11 12 12 13 13 14 14 15 15 16 16 17 17 18 18 19 19 20 20 21 21 22 22 23 23 24 24 25 25 26 26 27 27 28 28 29 29 30 30 31 31 32 32 33 33 34 34 35 35
264,POEM78,bright night say away,1 1 2 2
265,POEM78,white night year dear,1 1 2 2
266,POEM78,below know years hears,1 1 2 2
267,POEM78,far star,1 1
268,POEM0,chaos night shroud cloud light,1 2 3 3 2
269,POEM0,englands one wonder thunder sun,1 2 3 3 2
270,POEM0,heaven discern mystery victory history return,1 2 3 3 3 2
271,POEM0,gonfalon died strings things kings side,1 2 3 3 3 2
272,POEM0,coloured bayeux remains danes feigns true,1 2 3 3 3 2
273,POEM0,island time tree sea heavily slime,1 2 3 3 3 2
274,POEM0,tale ran hour lower tower man,1 2 3 3 3 2
275,POEM0,hood alive cloud crowd aloud drive,1 2 3 3 3 2
276,POEM0,only eyes wreck neck melchizedek dies,1 2 3 3 3 2
277,POEM0,you me flaw saw awe sea,1 2 3 3 3 2
278,POEM0,went moon night fight battleheight ethandune,1 2 3 3 3 2
279,POEM0,you gone star are war on,1 2 3 3 3 2
280,POEM0,are be foam roam home me,1 2 3 3 3 2
281,POEM0,lands wide when pen men ride,1 2 3 3 3 2
282,POEM0,stars are space grace face star,1 2 3 3 3 2
283,POEM0,hour home quaint saint faint frome,1 2 3 3 3 2
284,POEM0,gods pass vale grass,1 2 3 2
285,POEM0,gods fill vale hill,1 2 3 2
286,POEM0,land gone hills on,1 2 3 2
287,POEM0,england know bend end ago,1 2 3 3 2
288,POEM0,ago today birth earth day,1 2 3 3 2
289,POEM0,ago free slaves sea,1 2 3 2
290,POEM0,sky right plunging night,1 2 3 2
291,POEM0,in gleam rome foam dream,1 2 3 3 2
292,POEM0,lands plain see horribly rain,1 2 3 3 2
293,POEM0,arise one brink drink sun,1 2 3 3 2
294,POEM0,lands alone lust dust stone,1 2 3 3 2
295,POEM0,murkily night birds words white,1 2 3 3 2
296,POEM0,moons foam place race rome,1 2 3 3 2
297,POEM0,emperor pope grass hope,1 2 3 2
298,POEM0,sea land bare air stand,1 2 3 3 2
299,POEM0,spade wall shield reeled all,1 2 3 3 2
300,POEM0,sword sea peace cease fleece tree,1 2 3 3 3 2
301,POEM0,land chivalry pen men sea,1 2 3 3 2
302,POEM0,deep fire sin in seamire,1 2 3 3 2
303,POEM0,kings blood trod god wood,1 2 3 3 2
304,POEM0,sea lands eyes hands,1 2 3 2
305,POEM0,sea will night hill,1 2 3 2
306,POEM0,earth tall heavens all,1 2 3 2
307,POEM0,woods rose athelney bows,1 2 3 2
308,POEM0,left thing athelney king,1 2 3 2
309,POEM0,earthquake tree sway away sea,1 2 3 3 2
310,POEM0,wessex gore stress less lyonesse more,1 2 3 3 3 2
311,POEM0,dragon throne dragon alone,1 2 3 2
312,POEM0,luck before returns burns more,1 2 3 3 2
313,POEM0,alfred rage river age,1 2 3 2
314,POEM0,river knee pen men fen sea,1 2 3 3 3 2
315,POEM0,picture away hall small stall play,1 2 3 3 3 2
316,POEM0,manner shell terrible hell,1 2 3 2
317,POEM0,athelney past creed weed indeed last,1 2 3 3 3 2
318,POEM0,grew read glass was grass steed,1 2 3 3 3 2
319,POEM0,word choose coat news,1 2 3 2
320,POEM0,not cast free athelney past,1 2 3 3 2
321,POEM0,hung grey feet feet street lay,1 2 3 3 3 2
322,POEM0,said king ask thing,1 2 3 2
323,POEM0,gates hell barred guard tell,1 2 3 3 2
324,POEM0,pitiful know is bliss go,1 2 3 3 2
325,POEM0,queen cast sky high lie last,1 2 3 3 3 2
326,POEM0,up among croft oft aloft song,1 2 3 3 3 2
327,POEM0,locked gain easily suddenly lane,1 2 3 3 2
328,POEM0,walks apart kings things heart,1 2 3 3 2
329,POEM0,gone sun star ajar are one,1 2 3 3 3 2
330,POEM0,locked gold begin sin win told,1 2 3 3 3 2
331,POEM0,stars mark christ dark,1 2 3 2
332,POEM0,scrolls fame god shame,1 2 3 2
333,POEM0,things sky strings wings kings die,1 2 3 3 3 2
334,POEM0,things trees pine wine seas,1 2 3 3 2
335,POEM0,christ brave win save,1 2 3 2
336,POEM0,comfort desire yet higher,1 2 3 2
337,POEM0,you cope cause hope,1 2 3 2
338,POEM0,not he stood hood wood sea,1 2 3 3 3 2
339,POEM0,men bleak thing king deck,1 2 3 3 2
340,POEM0,men blind done sun behind,1 2 3 3 2
341,POEM0,up shaws giants cause,1 2 3 2
342,POEM0,bays tree wind sea,1 2 3 2
343,POEM0,alemeasures laws giants cause,1 2 3 2
344,POEM0,men chaff die lie sky laugh,1 2 3 3 3 2
345,POEM0,men husk sea italy tree usk,1 2 3 3 3 2
346,POEM0,heavily warm ease trees farm,1 2 3 3 2
347,POEM0,awry bones rust crust thrust stones,1 2 3 3 3 2
348,POEM0,feasting evermore apart cart heart door,1 2 3 3 3 2
349,POEM0,eldred fill furnace hill,1 2 3 2
350,POEM0,wessex deep said ethelred dead sleep,1 2 3 3 3 2
351,POEM0,ale slain again gain fail,1 2 3 3 2
352,POEM0,prophesy comes things rings plums,1 2 3 3 2
353,POEM0,drinking blame king thing name,1 2 3 3 2
354,POEM0,god doom men den when whom,1 2 3 3 3 2
355,POEM0,god i men fen when why,1 2 3 3 3 2
356,POEM0,mary desire get yet higher,1 2 3 3 2
357,POEM0,slowly lord mystery sky high sword,1 2 3 3 3 2
358,POEM0,up alone shut butt hut stone,1 2 3 3 3 2
359,POEM0,fern dusk friends ends sends usk,1 2 3 3 3 2
360,POEM0,death doom gone skeleton combe,1 2 3 3 2
361,POEM0,villa eat fade colonnade street,1 2 3 3 2
362,POEM0,clustered pines pilgrimage lines,1 2 3 2
363,POEM0,widened pine italy sign,1 2 3 2
364,POEM0,hillside plan house man,1 2 3 2
365,POEM0,eye brow gold told old prow,1 2 3 3 3 2
366,POEM0,soldiers line fail ale wine,1 2 3 3 2
367,POEM0,plains dome reel squeal steel rome,1 2 3 3 3 2
368,POEM0,spear head eye why said,1 2 3 3 2
369,POEM0,king land old gold wold stand,1 2 3 3 3 2
370,POEM0,god fire yet higher,1 2 3 2
371,POEM0,land crowns dewempearled curled world downs,1 2 3 3 3 2
372,POEM0,hard far hold wold owsenfold war,1 2 3 3 3 2
373,POEM0,bank lines down crown town vines,1 2 3 3 3 2
374,POEM0,day alone you true knew stone,1 2 3 3 3 2
375,POEM0,then be spear fear tier tree,1 2 3 3 3 2
376,POEM0,morning on staff laugh calf caerleon,1 2 3 3 3 2
377,POEM0,land men south mouth den,1 2 3 3 2
378,POEM0,shadow trees murmurings kings seas,1 2 3 3 2
379,POEM0,ruin gaels ireland wales,1 2 3 2
380,POEM0,folk isle westerly sea smile,1 2 3 3 2
381,POEM0,cunning makes shapes snakes,1 2 3 2
382,POEM0,cunning sharp sword harp,1 2 3 2
383,POEM0,ireland mad merry sad,1 2 3 2
384,POEM0,order sign bright night wine,1 2 3 3 2
385,POEM0,god prayer heart were,1 2 3 2
386,POEM0,cliffs then beauty men,1 2 3 2
387,POEM0,saddle smile he sea isle,1 2 3 3 2
388,POEM0,ivy lowering wessex king,1 2 3 2
389,POEM0,answer scorn conquered born,1 2 3 2
390,POEM0,mother begot uther lancelot,1 2 3 2
391,POEM0,blow rail yokels fail,1 2 3 2
392,POEM0,railing ire set yet higher,1 2 3 3 2
393,POEM0,tree high rose foes sky,1 2 3 3 2
394,POEM0,fable dread tales head,1 2 3 2
395,POEM0,sky him sea seraphim,1 2 3 2
396,POEM0,stone have rapidly tree cave,1 2 3 3 2
397,POEM0,twisted flung line wine unstrung,1 2 3 3 2
398,POEM0,twilight sword goods woods chord,1 2 3 3 2
399,POEM0,flash swarm hills arm,1 2 3 2
400,POEM0,vale plains fell hell danes,1 2 3 3 2
